overall,reviewText
3.0,"I purchased this item a few days ago and it was easy enough to setup by logging thru its web tool menu. www.tprepeater.net<br /><br />I was hoping that it would provide better 5GHz coverage (compared to another range extender such as Netgear AC750 EX6100) but it did not.<br /><br />You really have to be at least between 10-15 feet in order to get good AND consistent signal.  Any further you begin to lose signal or get disconnected.<br /><br />The 2.4GHz signal and coverage fared better.  I tested it by putting it on the 2nd Floor and situating myself on the 1st Floor and vice versa.<br /><br />This was tested using Verizon FiOS 75/75 Mbps service and connected thru an AC1200 Dual Band Gigabit router.<br /><br />My irritation with this product is that there is no way to 'Hide the SSID' feature unlike the Netgear AC750 EX6100 range extender or others out there.  So beware of those prying eyes and WiFi piggybackers and freeloaders!  It does provide the maximum security available WPA2.<br /><br />I emailed TP-Link Technical Support and received this response:<br /><br />Dear Eric,<br /><br />Thank you very much for your email requesting information about our product.<br /><br />I am sorry to tell you that RE210 does not support hide the SSID currently. We may have plan to fix it in the future.<br /><br />If you need any further help, please feel free to let us know.<br /><br />&#62;How do I hide the SSID on TP-Link AC750 Extender RE210?<br /><br />Best Regards<br />----------------------------------------------<br />P**** T****<br />TP-LINK Technical Support<br />Website: http://www.tp-link.com<br /><br />So there you go.  I may have to switch this product with something else because I'm not sacrificing security over waiting whether or not they'll release an update and for it to receive the new firmware.<br /><br />I have not tested the Gigabit port as I am using it purely as an extender/repeater. I'll post an update if we end up using it.<br /><br />In conclusion, I bought this product upon reading reviews and recommedations of its current users.  It is also designed compactly, non-intrusive with other outlets and it seemed to be well-priced.<br /><br />I wish TP-Link would've considered all the other features that most AC750 range extenders have.  Not having the 'Hide SSID' feature was a big miss for TP-Link.priced.  I wish TP-Link would've considered all the other features that most AC750 range extenders have.  Not having the 'Hide SSID' feature was a big miss for TP-Link."
5.0,"Packaging very secure, product is absolutely legitimate Sandisk card.29.7 GB available storage.[Normal for 32GB card] Amazon comes through again!Speed unknown, works fine in all my **stuff**..Addenda 9-19-13: Two received and working perfectly. The loss of 2.3 GB(32 to 29.7)explained by the data added when formatting the chip.  Seemsto be a legitimate 10 speed. VERY good MicroSDHC! The best!"
2.0,The pad is rolled up inside the packaging.  Even after weeks of use it never fully flattens out.  Annoying to use.  Unfortunate because it is otherwise of good quality.  Packaging this flat would fix the problem.  Or use a thinner material that flattens out.
2.0,"I had the 1st Kindle Fire and was very happy with until I broke it. I got the basic model, which was smaller than the original but cost more. I think charging so you don't have ads was dumb and I refused to pay for it. Other than a camera I saw no real improvements."
1.0,"I started to leave a negative review of this laptop when it froze completely. It does this EVERY day without fail! So I suppose there is a method to Acer's madness. Can't leave a bad review when your PC doesn't work. The mouse pad is also horrible, sometimes it will take you in the vicinity of where you want to click but only when it feels like it. I could go on...Suffice it to say I will never buy another Acer product again. It's a piece of ju You'd never be able to use it for work or school because it's so unreliable. Extremely frustrating."
2.0,Sadly it just doesn't fit well. It's as if it's a bit too small. So you end up with raised lips around some letters. Stretching it around keys works but only temporarily until you type and the silicon pops off.
4.0,The mouse looked awesome and well constructed. It did not have LED lights as mentioned so we had to return it.I gave it four stars instead of five because of no lights would have gave it another star had it had them.
3.0,It only lasted a week. It seems that USB 3.0 drives have a reliability issue...
2.0,Great but can not remove the sticker gum from #3..the third step....afraid to use Goof Off
5.0,This product has excellent quality! No problems so far. Fast reading and data transferring. I love it! Taking pictures like crazy without any worries. Reliable product indeed.
5.0,Excellent !!
4.0,"I use this to switch between my Mac's internal mic and my headset's external one. I do an internet radio show to hook up with the Skype-like (not Skype) connection Blog Talk Radio uses. Otherwise, pre-show, I have to completely shut my computer down, plug in the headset and reboot in order to switch to the external headset and mic. (And then, again, to switch back after the show. It's a huge pain.)<br /><br />This unit takes care of that problem. But that's all I use it for and half the time I just use my iPhone and Bluetooth headset/mic because it still fails at least half the time. Honestly, I don't know if it's the station of the Belkin product that's the problem. It's probably the station because I use Skype all day every day in my work and can switch between headset and &#34;regular&#34; without any rigamarole.<br /><br />So - I'm pretty sure this does what I need it to, but I did have to fiddle with it quite a bit. It could use longer cords and it would be nice if it came with a power adapter."
1.0,The top cover doesn't fit can't get it to stay on
3.0,"The case is nice looking and fits well but my gripe is that the opening for the headphone jack is pretty small.  You need to make sure your headphones have a straight, slim profile around the jack otherwise they wont plug in all the way. The Apple headphones work fine, but others with a thicker surround for the jack, or an L-shaped connector, won't work properly."
3.0,just another way to spend money.
5.0,"I love the color, size, apps and everything about it."
2.0,You should only purchase this if you have no desire for a kickstand.  Ours broke in about 2 days.  I will say that the case is great and does what it is supposed to do but without the kickstand it's worthless.  So off I go to find another....
4.0,Works fine.
1.0,"I was REALLY looking forward to using this box to transfer old video tapes to a digital format.  I really liked the idea that with this unit, the user had the opportunity to pick among three different file formats for recording, and that it could handle High Def.  After following the directions and setting it up, I was extremely disappointed in the fact that the video that was recorded stuttered, paused, froze, and every other which way but straight, uninterrupted video clips.  Mind you, I tried it with TWO different computers, both exceeding the minimum recommendations listed with the unit.  One computer was an i5 laptop with 6 GB of RAM; the other was a VERY robust machine with an i7 quad processor and 32 GB of RAM!  I REALLY wanted this unit to work, as there is nothing else out there that has what this unit boasts of having.  I returned it to Amazon, and purchased another product for about $100 less, which worked flawlessly at importing the video that I fed from my VCRs to the computer (the laptop, actually).  Perhaps the Hauppauge unit that I received was defective; I don't know....  I didn't exchange it to find out.  And evidently, it has worked well for others -- I am only reporting my personal experience here."
2.0,Microsoft as of 08-30-15 have NOT updated the drivers for this cam for use with Windows 10...... so sad
5.0,"Have had this card for months, and used it on a Sansa Clip+, LG Optimus One (P500h), LG G (E970), Asus MeMO Pad, and of course on a whole lot of readers for PC."
2.0,Delaminates after 6 months. Pleather came off plastic.
2.0,"I've had the iBenzer case for about two months, ever since I bought my Macbook. In that two months the case is cracked and shattered in multiple places and has chipped in several places as well. Not high quality at all and probably won't last for another month through college."
4.0,Great quality; beautiful vibrant colors.
2.0,"Haven,t really gotten into working on it yet . Will review and work on it v later when in the mood for dealing.<br />With it. My H G 6 fire."
1.0,No good
5.0,I use this in my Galaxy Note 3 and seems to work just fine.  I love having lots of memory and the price was good.
4.0,Works as advertised.
5.0,"Since my wireless carrier didn't sell a S4 version with more than 16gb of memory, I wanted something to add a bit more storage space to my phone. Got this on sale for $42.99 and I couldn't be happier with how it performs so far."
2.0,"Mouse is okay, keyboard is like a toy."
3.0,"Quick review! Works well with livesceibw 3. If your hard on ur notebooks (covers get destroyed or damaged) or will be taking your notebook places with you and taking it in and out of the bag this isn't for you. This is because there are no features that increase the durability of the book. But if you plan on note moving this book much(ie keep it stationary on a desk not taking it places it will work) then it should work fine.<br /><br />Indepth Review!<br />Its great works well has all the special elements that are needed for use with the livescribe. Pages are nice quality and no other complaints about problems working with the livescribe 3 pen.<br /><br />BUT the front cover isn't plastic like 5 star notebooks. If you are using at at highschool where it won't going in and out of a bag multiple times a day it should be fine. But the flimsy multi layered cover is crap (it's thinner then the normal paper cardboard back covers on cheap notebooks) and isn't durable. So if you are taking it in and out of a bag multiple times or throwing it in a locker it's going to show wear after the first you. After a less than a week the layers at the edge start coming apart (outer most layers sorta curl up). After two weeks you will most likely see wear by the coil binding.<br />Because of this I would not purchase this again. I'm looking into single subject notebooks that can fit in a portfolio or getting the loose leaf sheets printed and have holes punched in the pages so it fits in those notebooks where u can add and remove pages/tabs/folders. I believ this to be a much better option costs wise and durability wise! Less chance of notes getting destroyed. The other option I'm considering  for next semester is using a single subject in a portfolio and swap the notebooks (but that's not convenient when I have multiple classes in a row.<br /><br />The loose leaf placed in those personalizable notebooks give me many  options . Such the ability to rearrange my notes, add pages where needed, and organize my notes better by sectioning it with dividers and all.<br /><br />However I have looked into ways of protecting this notebook from wear and tear but haven't found many options. What I decided on was contact paper lining the front and back cover this protects the outermost edges but I couldn't figure out a way to protect the holes where the metal binding goes through. I extended the contact paper past the edge to give it a lip for two reasons. First any damage would happen to the contact paper first since that part isn't attached directly onto the book. Second is because some of the pages of the note book were starting to show wear from the pages sliding on the binding. think of how a binders edge is wider then the paper so it protects them or a thick hardcover book. The cover is usually at least a cm larger then the pages so that it provides extra protect from the pages of the cover slides slight to the side. I tried to show how much the actual pages you take notes on are exposed when the cover slightly shift. I also showed how the extra cm I added to the notebook with the contact paper acts to protect the pages. So far it's working. I will update through out the semester with how it's doing."
4.0,Very good keyboard for the price. Watch out for the elusive enter key though. I'll miskey / instead of enter every now and then
2.0,It got damaged after a few months of use. What a piece of trash
1.0,"I don't like to leave bad reviews, but this one really deserves it. So, in hopes of saving some of you a little time and effort...do not buy this tablet! I'm no techie, so I spent A LOT of time looking into many different tablets and their functions, and after reading hundreds of reviews on different items, decided to purchase this NeuTab for my little person. My expectations were realistic, as I was looking for something to basically do homework, watch videos, and play games on.<br />So I powered this thing up, which came 100% charged (bonus), and right away noticed the not so great screen image. Read this in other reviews, so no surprise. But it was all downhill from there. It took at least 10 minutes to load some basic apps. Also there were three personal pictures on the tablet that looked like the inside of someones home in Asia, so I'm thinking this may have been a refurbished unit. Lastly, after turning this thing on only twice, it never powered up again, whuch meant I actually got to use it for less than an hour. Luckily, the return was super easy.<br /><br />Ended up spending a few more dollars for a smaller, but way better Samsung tablet. Save yourself some time and do the same."
1.0,"I was taking a tour in Hangzhou China and while I was shooting with my Canon 6D, the card out of sudden crashed. My camera won't recognize the card and it showed ""card reading error"". I had more than 2000 photos in it including the trip in Beijing and Xi'an. I was not able to cover those photos even with the common flash memory recovery softwares. I may have to send it to Sandisk subdivision LC Technologies to recover those photos, for the 64 gb they are asking for $325, regardless how much photos they can recover.Lesson learned: for important shoots, use 32 SDHC card, they are so far the most stable SD cards out there. I spent over $10K for this vacation and most of these valuable memories are gone. Thanks a lot Sandisk! I wish I could give negative stars if Amazon allowed me to."
2.0,"I bought this in January 2015. It worked pretty well for me and I was pleased with it (with occasional problems with key repeats, and a connection delay of about 3 seconds every time you start to use it, but whatever). As of 2 weeks ago, 2 areas of the keyboard no longer work (ZXCVNM,./ and the Enter and backslash key). There was no dropping or spilling on the keyboard event. I carry it with me, but nothing out of the ordinary happened. Seems like it should last more than 7 months."
1.0,"Kindle arrived, but software is not working properly. I can't open the start menu once I have opened a book, so it's impossible to return to Home screen (I have to open the dictionary abd from there go to Home). I tried reading the manual, but it wasn't very helpful because it referred to butttons that the device doesn't have. I imagine this device has the wrong software. I will contact Amazon to see if they can fix this."
1.0,I spent 2 hours conversing with Amazon.  This is the second 6 inch Kindle Fire I have returned.  I will never buy another or recommend a kindle.  I have never had this many problems Registering a Kindle.
5.0,Very Good!!
4.0,This is a very fast and reliable microSD card.  I used this on my Galaxy Note 2 and loaded movies and family pictures.  Transfer time is speedy!
2.0,This remote worked for like 1 month then it messed up and keeps disconnecting the p3 remotes for around $9.99 are better
5.0,"Very nice upgrade for my phone, gives it plenty of space for allot of games. and if you wondering yes this is compatible with a Samsung galaxy s4."
1.0,If you are an Apple user get away from this product.
1.0,"Was a really bad idea bought this product, this tablet got crazy and dosen't let you do anything."
3.0,"It is good, but I cannot get volume loud so I never know when I get messages or I cannot use my alarm."
4.0,No problems.
2.0,I bought it for my mom. She thought and still thinks it's cute. It may be just a defective case. Most of the time it stays awake when the case is closed. It was a easy to go to setting & let the iPad go into sleep mode after nonuse after 2 minutes or even other times but I shouldn't of even had to since that was one of its  features. My other complaint is that it just looks like it was cheaply made & I'll be buying another one a lot sooner that I should of.
5.0,"Works, had to give a review of this since it does exactly what is it advertised to! Good buy for anyone!"
3.0,Everything was great except the hard drive space is much too small. I need a small back up DJ music computer but this past all tests except hard drive.
4.0,I have used this with Sony camcorder for more than a year now. It works well and copes with the high data volume of a camcorder video.
3.0,"its a decent headset, my only issues is that certain programs that are outputting audio are not being handled correctly by the provided soundcard. for example. i play a game called league of legends, and whatever sounds it doesnt know what to do with, it will just send them to the right ear only. this goes as well for games like saints for 4, lucius, path of exile, etc. umm, as far as sound quality goes, it takes a while to tweak around with the EQ, but once you get your preference, it doesnt sound as s***ty out of the box.    tip: do not have your surround sound enabled for music rhythm games such as osu!. it will lower volumes at random points, you will have to disable surround sound.    but boy, this headset sure is comfortable, sometimes i forget im even wearing it. the earcups dont even touch my ear. just around them.    cable is perfect length. thing about the inline cable controls is that the mute switch is kinda hard to push up or down.    the software was easy to install.    id give this headset a 9/11"
4.0,"For the cost, this is nice.  It feels just like the full blown windows and it's free to activate the windows license.  I surf the web and run GoToMyPC to grab other computers in the house.  It struggles with 1080 video streaming and it can't play 2D/3D games very well, but if you are using it for GoToMyPC and web surfing, it's great."
1.0,2 Days later it broke
3.0,"Only two of the ports are &#34;powered&#34;, and so only these can be used to charge a phone or tablet. The other four ports are only handy when helpful when attached to a computer.  Mostly useful when used as a way of having multiple ports for a computer."
3.0,Too sensitive for me...
4.0,I have been very happy with this purchase. The keyboard is easy to use.
5.0,Good value for the money. Performs like a SanDisk and with the piece of mind it won't fail.
5.0,what can I say it's a memory card okay it is fast and compatible good quality perfect perfect perfect perfect
3.0,"Among the many PCIe eSATA cards I've purchased so far this one is the most compatible with external RAID enclosures, able to recognize 8 drives over a single cable with port multiplier and transfer to them at reasonable sustained speeds. That's the good news.<br /><br />The bad news is that if your PC is under heavy CPU load, the driver for this card can cause a blue-screen crash that shuts down the PC (it is a fairly rare crash and may take up to 25 minutes of sustained heavy CPU load before it triggers). For this reason I've had it disabled for some time in my PC. I'm hoping the new 4 Channel Vantec might have less crappy drivers."
3.0,"unnecessary, but still okay to buy"
4.0,"I really like this case, i needed a case that would protect my macbook air incase i ever dropped it and this case snaps on easily and is very secure. At first i thought the keyboard cover  was ripped or messed up but then i realized it was just stuck to itself a little. The letters on the keyboard cover dont quite match the apple keyboard but it is not noticeable unless you light up the keyboard. Also the sound is just the slightest of muffeled when i have the keyboard cover on. Ive had this case for a couple months now and have never dropped it but one day noticed that the corner where it clips on was slightly cracked and over time the crack grew until finally a piece fell off (as shown in picture) and now it doesnt quite fit securely as it did before but still works very good and i still love it and am glad that i got it.<br />(1st pic) back side where it first started cracking<br />(2nd pic) front side where the clip used to hold on to the front side of the computer"
5.0,"We have 3 of these and so far it is my favorite microsd card, fast and so far no problems."
5.0,"I only buy SanDisk and this item like all the others I have purchased, worked perfectly the first time.  Love it!"
3.0,"I do not know if the GS3's have issues with reading cards of this size but I eventually had to remove this card and purchase a Transcend 8GB Class 10 card just to check if it was my phone that was the problem. When I got it I opened the packet, and popped it right in. Recognized, was able to start using, taking shots and video and they immediately saved to the card without the hangup my old class 2 card used to have. After a couple of days I noticed that I would take a shot and the phone would give me an error that it could not save to the SD card. You would have to reboot to fix. When scrolling through the gallery on the SD card it would freeze and the app would crash. I moved what I could, formatted the card but the same thing kept happening.Since installing the new Transcend 8GB card I've had no such issues. Maybe its just MY phone but I think there have been enough complaints from GS3 owners to be a little skeptical about this card on their phones."
4.0,"There are a number of MicroSD manufacturers out there that offer large capacity cards like this. They claim to be Class 10 but when tested, prove to be closer to Class 6 cards in performance. This SanDisk card performs at the Class 10 level.I use these cards in various devices that NEED Class 10 speeds, such as my Android phone because of the data transfers I do for work and for the games I keep on it.If your device does not need Class 10 (you are just using it for simple storage of basic files like docs or ebooks) then you could probably save some money by going with Class 6. If the prices are very close, then you might as well spend the extra money and get Class 10.This card came with a nice plastic storage case and a SD adapter. The only reason I gave this 4 stars is because I feel the prices should be a lot lower by now. Inventory is plentiful and these are not cutting edge tech any more."
5.0,Worked well for our aging MacBook.  :)  Increased performance.  Easy to install.  Very satisfied.
5.0,"I got this for my new Microsoft Surface Pro, just in case I needed more room. It comes with a adapter if needed and works great for more storage room."
2.0,"I've had it for 5 months and it's already history. Fails to hold the iPad securely, as many other reviews have noted. Now every time I use the touchscreen, the iPad falls out of the clips (you'll see what I mean in a few months of heavy use if you buy one). Makes it virtually useless, and embarrassing in meetings (as it will slap to the table, flattened, with a loud thud). Also, it appears to be scratching/marring the iPad screen, especially around the edges. Luckily this is a work device... if I paid for it myself, I'd be livid.<br /><br />Keyboard itself is great. Responsive, thin, and I type on it really well. A pleasure to use. Makes the fact that the overall design is flawed even more disappointing.<br /><br />Do not buy unless you don't mind replacing it in a few months, and keeping your screen free of scratches is not a priority. This is essentially an expensive, 3-6 month disposable keyboard cover that will actually damage your device."
1.0,"I expected that this would be faster and/or have a further reach than the old router. Overall, it's quite disappointing. Keeps kicking me off, folk stops and stutters. Wish I could return it but alas too late. Going in the garbage. Worse than the 3 year old router it replaced."
3.0,"Love the case. Very pretty and durable. The only complain that I have is that the lowest slot of the case will note hold the tablet well. The tablet kept slipping out of the slot. So, I don't use the lowest slot much."
4.0,"Good product, great for powering extra case fans. Great budget item!"
3.0,"Works as advertised, but it frequently becomes disconnected from its bluetooth paired computer.  Can require many tens of seconds to reconnect.  Very annoying.  Like the ability to switch among the machines I have."
1.0,"Junk !! Don't waste your money, defective battery's, only good for 3 days, I purchased 2 of them for two different notebooks, went bad at the same time, the seller doses not care, will not reach out and offer a refund. I wish I would have read the other reviews first..."
4.0,"I bought it for use with my MacBook Air at work. Have no problem so far after 3 years. I do a lot of image analysis on computer, hence a lot of mouse clickings to get fine measurement, and the mouse is very handy."
4.0,Exactly as shown the item is efficient and roomy for extras you want to carry with your iPad.
1.0,"It did not work at all. There is no other way to say it, it just does not work. I have no idea if it is just this one or if it is common. I can't tell you to buy or not to buy."
2.0,"Its nice as it is protective. I was just looking for a stand case and this sucks at standing up so I can set it down and watch something on it. I have other cases for my other tablets that I prefer better. I wish I can return, but they charge almost same price to send it back so no point."
4.0,I connected three separate cables to three separate couplers and it streams perfectly still! Definitely recommend.
1.0,"It stopped working. And since it says lifetime warranty, I tried contact Netgear, and they said they cannot offer warranty since I did not have the purchase receipt ( of course I did not and do not keep every store receipt for every product I purchase) even though I have the product with S/n, mac address...etc. I have attached a photo of the exact model number if it helps for anybody to not buy the same model.<br /><br />For benefit of doubt, Probably the one I got is defective, and everybody stores all the receipts of all the products ever bought."
2.0,"I think these mouse pads are very over rated. They slip all over the place on a wooden desk, the surface started fading within months. The most annoying part is the slipping around. I got a mouse pad from work that feels better than the Steel Series QcK pad."
4.0,not bad. save your money and get the 8350
4.0,"I do like and will order another, but it only holds up so long. This was my 2nd one. Doesn't stay propped up very well, but I can't find another that you can turn horizontal and vertical."
4.0,No problems with this micro SD. It works and works again. And then you know what? It works even again
5.0,Worth the $
2.0,"These worked great upon arrival, but after a couple (1-3) months of use, they stopped working."
2.0,"I got this for my Mac (2014 MacBook Pro) so that I could get movies, photos, etc off my Mac and onto this NAS drive. Well, for us Mac users this is not easy. I just spent about an hour and half sharing my screen and chatting with someone at QNAP because I was VERY frustrated about getting this to work as I envisioned it. Turns out it really only works well with Windows machines. For instance-I have 5 photo libraries (in my Photos app) and the biggest one has over 26,000 photos. I would need to export all of them and then drag and drop them all into the QNAP app. Ok. Will the metadata stay in tack? Will it automatically update when I add new photos? Not sure to the first and no to the second. The gentleman I spoke with had no idea what a Mac's setup is-he had no clue as to Photos and it's setup. That was what I learned-QNAP is not Mac friendly or intended to be used by Macs. Bottom line. My QNAP is working for Time Machine backups-that is good thing. I can put documents on it and access them anywhere. That's a good thing. But that's about it. Still trying to decide if I should return it... I have time invested in it. And money spent. I did tell him that that is what I have found out, that the QNAP is not made for Mac users and there is a large group of us out there and QNAP would do well to add a Mac guru to their staff. Just wanted to share my lesson learned with you...."
4.0,"A little bulky, but does the job! Still using it, and haven't had to replace since buying over a year ago."
2.0,slow internet speed
1.0,Looks good. Ships from Asia so you should expect 10-20 for it to be delivered.<br />I dump it right away cuz it does not stick to the keyboard at all. It was waste of money for me.
1.0,this is not a 13&#34; case as labeled. false advertisement.
2.0,"The magnetic keyboard doesn't stay put and after getting everything connected I had no wifi. Passed the return date, very dissapointed."
3.0,"I bought this for my MacBook Pro, and it fits but it's got an extra 2 inches on the side and inch on the top, so the laptop kinda slides around.  I ended up replacing this with one that fits better.  I don't recommend this product if you have a MacBook Pro.  I could see for bulky PC laptop's this would work though."
2.0,The tips of these things are very breakable everyone I've ever gotten from this<br />Site or in store usually ends up in the trash.
5.0,Works! Its a cord...
5.0,very happy with this case!
1.0,It doesn't even hold a full charge for my iPhone 6 six months after purchase
3.0,Seemed to work as advertised.  But my first one failed abruptly after one week.  My smartphone failed to &#34;see&#34; it.  But Amazon replaced it at no additional charge.  The second one is still working fine.  (My smartphone is a Samsung S4G.)
5.0,Works well in my GoPro even though it wasn't one of the GoPro recommended ones.  A good buy that has the speed for movies and big pictures.
1.0,wrong cable
3.0,Excelente
4.0,Good replacement. Didn't want touch screen but getting used to it. Works great though. very clear
2.0,"If you were looking for a class 10 microsd card in order to DIRECTLY transfer files from your PC to your phone the fastest way possible you can go with a cheaper class 4 instead of this one. The speed is not much different than other class 4 microsd cards I've had. It's very far from the 30mb/s they promise, I got only about 4.5mb/s AT MUCH, and after a few minutes it's downhill from there. I tested on both windows and linux and didn't see a difference. Luckily there's not a lot of difference in price between a high quality class 4 and this one but then again, maybe I didn't look at the class 4 the way I should have since I was focused on getting a class 10. Oh well, you've been warned. Don't expect magic from this card.UPDATE 12/11/2013: Sandisk proactively answered this review to ask me to contact them. The reason I didn't contact them first it's because you usually receive slimy answers from this tech support and hardly any solution or help. It is indeed a waste of time. After sandisk comment I contacted them through one of their live chat agents and this is the interchange. My suspicious were confirmed and I indeed wasted my time:Daniel S.: Hello, thank you for contacting SanDisk. My name is Daniel S.. Please give me a moment while I look into your question.fer da: heyfer da: i just got this answer from sandisk:  http://www.amazon.com/review/R3EMA7XPN7IDZD/ref=cm_cd_notf_message?ie=UTF8&cdForum;=FxFNZEI17MH7ND&cdPage;=1&cdThread;=Tx7VKC9UPWNI9X#Mx3FKEEV0WIILE3Daniel S.: Please tell me what is written on the face of the memory card?fer da: never thought of contacting you because i thought i was just going to waste my time, but it was nice to be contacted proactively by youfer da: okfer da: the same thing as the one on the picturefer da: sandisk ultrafer da: microsdhc Ifer da: 32gbDaniel S.: Please allow me a moment.fer da: will you need more info from the card?Daniel S.: The Sandisk Ultra card is a UHS-I card and provides optimum performances when used with a UHS-I enabled device or card reader.fer da: my phone is off.. lolfer da: it says that it is a class 10 card, i bought it because of the promise of better speeds than the regular class 4 when using it with my phoneDaniel S.: I would like to inform you that you will get the minimum read speed of 10 mbps on a UHS-I enable device as the card is built on the UHS-I technology.fer da: and write speeds?fer da: i'm getting like 4mb/sfer da: a far cry from the 30 MB/s2 promisedDaniel S.: I would like to inform you that so I said the card is built on the UHS-I technology it will give the optimum speed with an UHS-I enable device.Daniel S.: You will get the minimum write speed of 10 mbps with an UHS-I enable device.fer da: okfer da: waste of time confirmedDaniel S.: I would like to inform you that if you'll use this card with an UHS-I enable device it will give you the optimum speed as it's promise.Daniel S.: Is there anything else I may assist you with?***removed one star because of the sliminess of contacting me via amazon to show ""sandisk cares"" but not really offering any real support when contacted."
2.0,"I bought it in July 2012. Haven't really used it much. It start to double click and also drag when i click the left mouse button after just a year of minimal use, but was too bothered to leave a review or to ask for a new one since i was working on Cruise Ships. Now i got pissed and i am leaving this review after 3 years. There. Not a good mouse at all. Too bad i spent those money on it. Shame Logitech. Shame. Shame."
2.0,"I edited my review because after a few months, the case fell apart."
1.0,"The keyboard arrived safely but sadly the full stop key does not function; this renders the keyboard entirely unusable.<br />Because of currency exchange reasons not viable to return item for credit, too costly."
1.0,"This MicroSDXC card and SD adapter came in what looks like a genuine Samsung package and both the card and reader do at first look like they are genuine Samsung devices. I did not receive a card reader, but I do not need it anyway. I had a lot of trouble inserting the card into the adapter. I attempted to transfer 64GB of files to the card several times and the data kept getting corrupted. The transfer speed to write the files to the card was very slow, and then some of the directories to which I copied the files were empty. Some of the files on the card were okay, and others were corrupted and would not open. I ran a flash card test on the card and it shows that it has only 8GB of memory. I have started the return process. Update: After doing much research, unfortunately I have verified that this is a fake 128GB card that is actually a hacked 8GB card. The controller firmware inside of the card has been modified to show 128GB. The font on the card is not the same font as shown on the Samsung website. (See the attached pictures.) The write speed is about 7MB/s, which is the speed of an SDHC card. The write speed for a typical SDXC card is about 40MB/s. I am using USB 3.0 for data transfer."
