overall,reviewText
3.0,Overall my daughter likes the back pack.  Shipping to get it here from China was about 4 weeks though.  The only real complaint is that one of the dual zippers was installed backwards.  The zipper opening works so long as you do not move the one zipper.  I would have exchanged it but she needs a back pack to protect her Chrome Book for school and an exchange would have taken weeks to get completed.
3.0,"It's a little bit hard to insert a drive into usb port, but it does the job great."
3.0,works ok good fit
3.0,Not the newest technology.
3.0,Works good
3.0,Benchmarks kind of disappointing. I was expecting a little more considering its specs. But its ok
3.0,Excellent case rendering great protection for your laptop.
3.0,"Not much cushion, loose around my laptop"
3.0,Chemical smell is too dense.
3.0,"When I replaced the previous card in my XP Desktop with this adapter, I started getting Blue Screen of Death (BSOD) randomly (at least daily though).  The driver version that came with the device was 1.11, the one on the website is 1.12 and I've just installed it.  I won't know for a couple of days if the BSOD problems have been solved.<br /><br />This adapter seems to provide good speed and integration with Windows XP.  Also, the reception is good, giving good speed across several walls from one end of the house to another.  If the BSOD problems are solved I'll keep it, otherwise I have to install the previous card that did not support 802.11n."
3.0,"Overall, I feel like the product is fine.  However, I wish I would have purchased the pro version instead, as not having the ability to move it into a portrait view is rather annoying.  The keyboard also has a few odd choices here and there, like the locations of certain keys. It makes it rather annoying to use for typing sometimes."
3.0,This is a good product but the standard thermal compound that came with the Heat sink seems to work well too.
3.0,I bought this cord less than a year ago and it stopped working. TV keeps saying no signal whenever I try to connect my computer to my tv.
3.0,It's ok. You must open the case to plug it in (no cutout for the cord). The pen holder ripped out right away but no big loss there. I would have preferred a backlit keyboard option and multiple viewing angles would have been nice. The overall look is fine and it should provide enough protection for everyday use. I may have rated it higher if I didn't own a Belkin QODE Ultimate Pro for my iPad. It's more expensive but alas they don't make one for the Samsung.
3.0,I had to return this twice because of the charging unit
3.0,Lots of ads<br />Slow processing speed<br />Occasionally shuts down apps<br />WIFI keeps having authentication issues<br /><br />Was cheap for a tablet and now i know why.
3.0,"The cable works like it should, however the USB plastic casing isn't that great."
3.0,"[[VIDEOID:3b049473133fd9fd35227f35ffe0c18a]] This is the same lightweight controller that ships with the rather lackluster Razer Forge Android TV device. Thankfully the controller is a little better than the device it was initially designed for.<br /><br />In addition to supporting the Forge console the Serval also works with other Android devices (like phones and tablets) as well as Macs and PCs. The controller connects wirelessly via bluetooth (it requires two included AA batteries) or directly without batteries via the included USB cable. It has a standard micro USB interface. It does NOT work with iOS devices like iPhones and iPads.<br /><br />Some gamers are going to love this controller while others will hate it. Why? Because of the button travel - the depth that the buttons can be pushed down. The four action buttons have a very short travel time (along with mechanical switches) which allow for very rapid fire button mashing, but that might not be ideal for people more accustomed to the deeper travel and squishier feel on Xbox and Playstation devices.<br /><br />And while the travel time on the main buttons is short, the directional pad travel is deeper than other controllers, making retro games like Sonic the Hedgehog more difficult to play. The control sticks feel stiffer than other controllers I've used - this does allow for more fine controls.<br /><br />Bottom line? It's not for everyone. But if you have stick-based games that require a lot of button mashing you might like what Razer has done here with the controller."
3.0,"Doesn't have a screen protector, a bit bulky, but it works for my 2.5yo daughter. She get's limited screen time so she's not carting it around too much and hasn't had a chance to really test the shock proof since we make her sit while using it."
3.0,It does what it's supposed to. The base is heavy enough for normal wires. The unit I received looks a bit different from the picture so it is not quite as attractive as the display model. The only other issue was that it smelled terrible (like a strong industrial plasticy smell) for about a month after I opened it. The smell was strong enough that it filled whatever room the product was in and I had to leave it outside until the smell went away. Washing did not help at all.
3.0,If screen has the dark bars while watching movies or viewing pictures all four corner have yellow clouds.  Very distracting and ugly to look at.  If you will use the screen in its native resolution(full screen) at all times the monitor looks great. Do not recommend because of this.
3.0,Gets hot fast. Gets cranky when you pull the power (on accident since it requires and external power source) and try to plug it back in.
3.0,"the battery fit perfectly and seems to be of good quality.  Why 3 stars? It does the job but it doesn't last as long as I had hoped. At full charge the battery is drained at 80 minutes. That's enough time for me to finish up any work and close down but because the time is about an hour less than I was expecting, I wonder if it will really make 500 cycles? I wasn't running any programs while this &#34;test&#34; was running...:it sat idle. Is it the battery or are the older macs just that less power efficient? Who knows..."
3.0,Great idea but it does not seem to be put together very well. I also did not like to calendar pages.
3.0,"This is an interesting device as a scientific experiment, but not a very good quality speaker. It is interesting as a novelty, but if you care about the quality of sound in your music, I would not recommend it."
3.0,"impressed it works in windows 10 64bit. no need to install drivers windows does it. also the install cd in in Chinese but if you chose to install a program from it then it give choice to install the program in of English. so you don't need to download the new software you cant . also they have beta drivers for win 10. not much difference from the cd drivers. if your at a loss of with one to install from the driver cd . its the one that say dvr with a play arrow next to it that's the dvr software. the last button in red is exit .<br /><br />some of the options don't work in setting and don't in windows 7 either. but for the most part I think this the only one usb that works in 8 or 10n 64bit<br /><br />I have a identical 4 camera version I got from ebay that looks identical to this unit, yet will not work in windows above 7 it has a different chipset  , so this is the one to get if you plan on using a win 7 or newer windows , it not perfect by far but does work in 10 better then 7 or xp . much faster though has same software issues as it does in all the operating system."
3.0,"Damn, I've debated on this bag for awhile. One of the pictures showed the ability to use this briefcase as a backpack. Unfortunately, you cannot without lots of effort, time and annoyance. The strap is long enough to suffice the backpack configuration, but it does not set when placing it on. For example, when placing one arm through the opening to place on your shoulder, the other side of the strap pulls which does not allow you to place your other arm. I used my kitchen counter for help and it did not go well. LOL.<br /><br />Definitely condition the leather for a soft, conformed feel and to break it in. I placed many books inside and conditioned it, because the bag is stiff. [Duh, it's leather.] Be sure to loosen the two overlap straps which secure the bag closed, because the bottom is dependent on them-you'll lose adequate space when they are tight. The overlap straps are looped through rings at the bottom. I configured the overlap straps as shown in the main picture, because it is work unbuckling all three. The middle strap does just fine, but use caution if you carry the bag by its handle.<br /><br />Spending $199 for this bag was not worth the one use I reasoned to buy. I know it is a briefcase. Situations have occurred many times where I wish I could use it like a backpack for ease of traveling through the airport. There are no instructions on the many configurations this bag is capable of doing. I'm smart enough to figure it out on my own, but if there is a way to set the strap steady when using as a backpack . . . please send me it."
3.0,"The actual fit and look of this keyboard are great. Unfortunately, the letters on the silicone don't match the keyboard letters. The following keys on mine are particularly bad (see photo): I, A, S, D, 2, etc. I can live with it, but it's definitely not a perfect product."
3.0,NOW SHIPS WITH ATHEROS CHIPSET. May not work with your Linux setup.
3.0,Heavier than I like and minimum storage area underneath.
3.0,"If you have a Logitech M510 mouse, then don't get this mouse pad because it won't work with it.  I had bought this in black and the M510 wasn't able to track on it.  I ended up returning it.<br /><br />Additionally the hard surface creates a &#34;scratchy&#34; sound.  Take your mouse and move it across a solid surface and that'll give you a close idea of what you'll be dealing with.<br /><br />If you're mouse is compatible with this and you don't mind the sound, then this may be the last mouse pad you'll ever buy because this thing seemed almost immune to normal wear and tear of a fabric mouse pad.  And it was rock stable.  No shifting around at all on my desk."
3.0,"Works great, even better then a more expensive mouse, however the mouse wheels seems to squeak more and more as I use it."
3.0,"HDMI came broken, but it worked fine otherwise.  I would suggest checking all the video input types when you get it.  I returned this unit."
3.0,"With in 30 days, now it turns the screen to black background (on all application) automatically with in 10 from restart. Then i have to go to settings, display, change the option from &#34;standard&#34; to 180 degree view and then revert back to &#34;standard&#34; to get white background."
3.0,"OK basic laptop for the price, but the screen quality (narrow viewing angle) detracts. This is not a good laptop for watching movies."
3.0,i still don't know if my passport will back up program files---i have not been able to find anyone that can tell me that--sure would like o know that info
3.0,"It is ok.  Not what I would say is special. Very quiet, and reasonably fast."
3.0,Not as customer friendly as previous kindle HDX fire.
3.0,"Good product, but one downside: no holes for mounting from bottom as some cases do. Fortunately, SSD drive light enough I was able to rig a mount elsewhere."
3.0,I bought 2 tablets one for my 10 yr old and one for my 6 year old mainly so they would stop bugging me for my phone to play games. One of the main reasons I bought these tablets was because my oldest likes to play Clash of Clans and my younger one likes Minecraft but to my surprise the Clash of Clan game was not available for download and Minecraft was but for $6.99. I called to speak with a representative about it and he said that the developer's for Clash of Clan have not made the game available for this tablet. I wish I would have known that before I bought them. Otherwise the tablets have been working okay but I've only had them for a week.
3.0,I find that I cannot download some of the books that are on my Nexus tablet. Very disappointed about that.
3.0,It broke after three months.
3.0,Beware of size when buying these connectors.  I thought I was getting a standard sized HDMI male to female cable and the male side is HDMI mini.<br />Mistakes like this suck when you have to double pay to ship back and receive the right item.
3.0,"It's a good product, and inexpensive enough to buy more than one. The plastic screen cover is too rigid and makes it difficult to use portions of the screen. The stand never wanted to stay on, and after putting it back on ten times, it just gave up altogether.<br /><br />Otherwise, my kids have dropped the iPad and it has survived those spills. It does what it's supposed to do."
3.0,"Purchased the product 2 weeks ago and it's nice.  Holds my 13&#34; MBP Retina well but I did have to remove the speck shell in order for it to fit.  I would have given it 5 stars but 2 of the silicon feet fell off, one right after the other.  Other than that it the color matches my Mac and is very stable."
3.0,I have had this computer 4 years with windows 7 and have loved it. Now I can install sp1 but when I do the updates no longer work. Have tried every thing. I now think it is this computer. I never had a problem with service packs with xp. I just can't get this to work and wont be able to update to windows 10. It does work well. If anyone wants to buy mine let me know. I think I will get a computer with windows 10 now. This is so frustrating since it really works well with just windows 7.
3.0,"It works as a replacement for the original power cord (I use an HP Pavilion g7-1237dx and this was recommended since the original power cord had some sort of defect). I have no complaints. The adapter can get hot very easily though, even if it's just resting on a carpet without anything else near it, so if you get it, be sure to have the adapter as isolated as possible, so it has good airflow around it."
3.0,"It does the job; however, I'm so used to a regular sized keyboard, I struggle with using this one especially because the placement of some of the punctuation is in a different place and hard to hit some keys without practicing."
3.0,"These speakers sound OK,  They are definitely lacking a mid range on sound.  The LED's look cool, but don't really pulse unless you turn the volume really high.  Also, both speakers are on one wire so you can't put the wires through grommets on your desk without minor modification.  The overall feel is a little cheap as well."
3.0,Great video card for what I needed (multiple DisplayPort connectors) but PNY has their head up their you know what.  This card ONLY ships with a 1/2 height back panel bracket and PNY refuses to provide any options for full height even though bracket is identical to the NVS510 (that ships with both)!  I ended up cutting up the 1/2 bracket included with the card and a plan full ht bracket and bolting them together (franken bracket).  It works great but looks like crap.  I deducted two stars because of this idiocy.
3.0,Part that plugs into phone stopped working after about a month on both that I bought
3.0,ok
3.0,"Best quality for the cost. Hands-down the most comfortable long-use headset I've had for gaming.<br />I use a 7.1 surround sound system for music with all the VoIP chatting on the headset.<br />This works fantastically!!!<br /><br />Edit after this 2nd pair decided to take a dump on me again. (5/26/16)<br />This is the 2nd pair that has not only shorted itself, but also shorted the USB in my 2nd unrelated motherboard that required me to reseat cables and power cycle the board praying that it didn't burn out the USB connector like my first mobo. I really really love the comfortable headphones, but it's severely disappointing to me that this is doing more damage than good at this point.<br /><br />Leaving this as 3-star since I may be an anomaly, but infuriating that I've gone through 2 now with the same issue on 2 different mobos."
3.0,Very flimsy very fragile if you do get this cooling pad be very careful handling it because it will break ! I recommend finding one spot to put it and leave it there because it will surely break if handled to much
3.0,"This cord worked for awhile, but then the cord loosened from the connection and did not charge my tablet anymore."
3.0,"I actually miss the keyboard unit I had (3rd Gen, I believe.) Navigating the touch-screen on this thing to highlight, make notes, etc., is quite frustrating. I'm constantly accidentally getting too much or too little. When I remove my finger from the screen it often jumps ahead or back. I use an iPhone daily and don't have issues, so I think these controls just needs some tweaking."
3.0,Not the movement I was expecting but it is a good quality analog. It is very useful in trying in many projects using an arduino for example.
3.0,After reading a ton of reviews for the Kids Kindle I decided to go for this one as it seems that many parents would have prefered to go this route. I am used to more user friendly tablets but this was on sale and decided to give it a go. My son is utterly disinterested and so am I. Using this definitely takes some getting used to.
3.0,"You risk losing some or all of your valuable data if you buy this drive.<br /><br />They come in a wide variety of styles - plastic sticks, metal swivels, silver bullets, gold bars, iron man, and a whole range of generic and novelty styles drives advertising huge memory capacities at wildly low prices. What do they have in common? If you look inside, they have the same internals and they all have fake capacity.<br /><br />Beware fake capacity flash drives - especially unusually low-priced generic (and brand-name look-alike) drives 64GB and up.<br /><br />This and many other cheap apparently high capacity flash drives are really low capacity 4GB or 8GB drives that have been hacked (controller chip settings altered) by dishonest Chinese suppliers so that they show a false inflated capacity. That is why their price is so low. Such drives are then redistributed by a few clueless resellers and by many other fully-aware resellers who are out to make a quick profit.<br /><br />These drives will show their false capacity in Windows properties, but will quietly lose or corrupt your valuable data once their true capacity is exceeded. They will seem to work at first and files will look okay in their folders, but you will eventually find some or all of your data corrupt when played, viewed, or otherwise read back.  Your valuable data will be irretrievably lost.<br /><br />As of Q3 2015, the *only* manufacturer of 1TB USB flash drives is Kingston with their DTHXP30 HyperX Predator drive.  To achieve that capacity, Kingston mounts 8 memory chips, a controller chip and other necessary components on three interconnected circuit cards packed into a necessarily bulky package. Search for &#34;DTHXP30 review&#34; to see photos of the internals.  Those drives cost several hundred dollars, and the lion's share of this cost is the memory chips themselves. The circuit card, case, assembly costs, packaging, and distribution only add a few dollars.<br /><br />The Chinese are great at producing a wide range of interesting generic and novelty designs, but they don't have a magic supply of cheap memory chips. They also do not have the ability to make a 1TB drive using a single chip design as is contained in this drive. The technology is not there yet.<br /><br />Good generic flash drives *are* out there, but the true capacity generic drives top out at 128GB for USB 2.0 drives (costing about $40), and the less common 256GB USB 3.0 generics (costing about $90). The market is also flooded with fake capacity drives offered at prices well below the true capacity drives.<br /><br />Be especially cautious of sellers that offer the same style in multiple sizes, but where each doubling in size is only 25% to 50% more than the size below.  For example, if the 64GB drive is only $5 more than the 32GB drive, or where the 128GB drive is only $10 more than the 64GB.  Real memory is not that cheap.<br /><br />If you do buy a low-priced drive, the first thing you should do is test the capacity using a utility called h2testw. This will fill the drive with data and then verify that it can be read back intact. The write phase usually completes without error. It is the verify phase that exposes the fake capacity. Testing the first 32GB is usually sufficient. For reasons stated above, you cannot trust the capacity displayed in Windows properties.<br /><br />You can also test by filling the drive up to at least 35GB with videos or other large media files and then *most importantly* check to see if they can be played back. If the capacity is faked, the first few will play, but past some point, the rest will be corrupt.<br /><br />Do not trust the capacity or space remaining shown in the properties display - that is exactly what is faked.<br /><br />Search for &#34;fake capacity flash&#34; using your favorite search engine for more information.ng a wide range of interesting generic and novelty designs, but they don't have a magic supply of cheap memory chips. They also do not have the ability to make a 1TB drive using a single chip design as is contained in this drive. The technology is not there yet.<br /><br />Good generic flash drives *are* out there, but the true capacity generic drives top out at 128GB for USB 2.0 drives (costing about $40), and the less common 256GB USB 3.0 generics (costing about $90). The market is also flooded with fake capacity drives offered at prices well below the true capacity drives.<br /><br />Be especially cautious of sellers that offer the same style in multiple sizes, but where each doubling in size is only 25% to 50% more than the size below.  For example, if the 64GB drive is only $5 more than the 32GB drive, or where the 128GB drive is only $10 more than the 64GB.  Real memory is not that cheap.<br /><br />If you do buy a low-priced drive, the first thing you should do is test the capacity using a utility called h2testw. This will fill the drive with data and then verify that it can be read back intact. The write phase usually completes without error. It is the verify phase that exposes the fake capacity. Testing the first 32GB is usually sufficient. For reasons stated above, you cannot trust the capacity displayed in Windows properties.<br /><br />You can also test by filling the drive up to at least 35GB with videos or other large media files and then *most importantly* check to see if they can be played back. If the capacity is faked, the first few will play, but past some point, the rest will be corrupt.<br /><br />Do not trust the capacity or space remaining shown in the properties display - that is exactly what is faked.<br /><br />Search for &#34;fake capacity flash&#34; using your favorite search engine for more information."
3.0,Decent drive. However it's kind of slow on boot up.
3.0,More picky to turn on but sick of buying the more expensive ones and having to replace them every two yrs.
3.0,Works pretty good. Reader is very good. I would give it 5 stars if it had google play store. C'mon Amazon.
3.0,"Although it is low price, it is no sensitivity of touch screen.  I am a very skilled in electronics circuits and have reassembled a couple time with care, but touch screen has no response.  It was working with broken screen before replace it.  The circuit attached screen may be equivalent but appearances are different, such as circuit layout and dot mark red vs. white.  I have no microcircuit inspection station so I could not find the reason.  The part will be removed and test with original broken screen.  Darkblue"
3.0,"This item arrived in frustration free packaging and came to me in very good condition. Overall, the outer part is of good quality.The material is flexible and thin enough. However, I must bee honest and clarify that it is not that fast for charging. I tried charging my phone while using it because I had some important things to get done and it stayed at 2% for AT LEAST 15 minutes. However, once I left it alone, it did finish charging in about 45 minutes. Is it worth full price? probably not. Just because I need something that is adaptable and fast since I am always busy with my kids."
3.0,"It did work for my laptop, however the battery locking tab on the left side does not lock properly and the battery will fall out of the laptop."
3.0,Pro's:  This screen looks nice and has all the correct labels and such.  I used it on a Mid-2012 Macbook Pro model.  It fits and came in pristine condition.<br /><br />Con's:  The glue it came with DOES NOT hold!  I would recommend ordering an alternative glue at the same time.
3.0,"It works but there are 2 drawbacks.<br /><br />1)  It isn't sturdy enough to be used on a keyring.  It would be OK as a stored backup key, however.<br /><br />2)  It stores accounts on the key.  It will hold 64.  There is no way to erase an account.  Contrast this with the YubiKey which stores the account on the servers, thus allowing an infinite number of accounts."
3.0,"It was going to take days to move over 1TB of data using Ethernet for an Ethernet device. Not exaggerating here either, it was set to 73 hours, and that's just crazy. I couldn't get this to work as a local USB connection directly to my computer to move files over either, as the built in USB port must be used to connect up other devices, not to communicate to other computers. So I saved time by connecting another USB device to the computer, backing up to it, and then backing that up to the Seagate device using it's built in USB. That's a lot of hoops to get files onto a data sharing device, but I saw no way around it versus waiting days. And that method only took about 7 hours (I walked away, so guessing here, it could have been less).<br />The built in backup software isn't the most versatile either, at least not at my first go-through of it. This works, but it's not what I would call polished. I would like to select just my music and pictures to always be backed up continuously so they are available to my other devices - you know, like a synchronized cloud backup....yeah, not so simple. I'll update if I can figure out how to easily do that."
3.0,"after using a chiclet sytle keyboard I couldn't use this traditional keyboard. The button throw length seems like a lot now.<br />But, if you like that style I would say buy it. It works great. This is just not my preference."
3.0,"I wish with all my heart that an instruction manual had been sent along with my order.  I am not as good about figuring things out on my own.  I've been trying to get my kids to help me, but we are having trouble getting together, so my tablet just sits there waiting for me to get with it.  I love the opening page on it.  It really touches my heart.  I just really wish I could use it,."
3.0,"Already rattling after a short period (of constant use).  Doing the job, just not as quietly as it did at first."
3.0,Not a great quality but if you throw peanuts....<br />It is already getting ripped.
3.0,This mouse falls somewhere on the line between horizontal and vertical. Depending on the severity of your carpal tunnel this mouse may not be vertical-enough to provide pain relief. I found it didn't help my hand pain at all because it was too horizontal to be effective. However my husband tried it out and loves it. He found it extremely comfortable to use.
3.0,Does what it says but could probably more effectively move air.  Good enough for what it was needed though
3.0,"I bought this and the Logitech hd pro C920 and the C920 was well worth the difference in price.  The MS LifeCam's audio is fine if you are in a recoding studio but if there is background noise, it's going to pick it all up and make it hard for the people on the other end to hear/understand the intentional audio."
3.0,"The camera part of this product works great,  The microphone is inadequate.  At a distance of less than 18 inches it can barely pick up my voice and I speak loudly as it is."
3.0,"A nice tablet/transformer netbook. The design is practically the same as my old EeePC. I attempted to do some regular stuff on this and it was really sluggish. I bought this to stream games to and look up guides while playing console stuff. I had a really hard time unlocking it, and frequently had to hard reboot it to get it to unlock after long sleep periods.<br /><br />Biggest gripe - the SD expansion card sticks out of the side. What is the point of the expansion slot if the card is going to be able to get bumped and pushed about, possibly broken, on a tablet like this? Bad design choice.<br /><br />I returned this as it did not meet my needs, mostly caused me to be frustrated. Would not recommend a win8 tablet, my next try will probably be on an android tablet instead."
3.0,"Great basic mouse, although expect a delay when trying to connect to your computer.​"
3.0,"The instruction that came with the item was NOT accurate at all, we had to call technical support and ended up being on hold for more than 30 minutes.  The person was helpful but she did not seem to understand the connection issue right away, she provided an instruction that was not included in the instruction that came with the package.  If only they can update the instruction, which will definitely be much less confusing."
3.0,"In the end, didn't use it."
3.0,"The case itself is nice, has a good fit and feel and would definitely offer added protection. The screen protector on the other hand is poorly designed and tested! When the screen protector is attached an air bubble is formed and will get trapped between it and the Kindle screen.  Once trapped it move where your fingers scroll and eventually alters the look and feel of the entire screen. I ended up cutting the screen protector screen out and using just the outer rim. Because the case itself is so nice I still gave it 3 stars, this should be a 5 star product with a little R&D"
3.0,The color was a bit greener than I expected.
3.0,"This is a neat little tablet. It does just about everything I was hoping it would but I do have some issues with the digitizer not working at times and having to reset the unit to get it to come back. After checking online it looks like this is a common issue. Since I bought it to mainly use the stylus for not taking and project documentation in my shop this was a bit of a disappointment. Also, there are no regular sized USB ports on this device like there are on my 7&#34; winBook. You can use an OTG cable to hook up USB devs but there is only one port for charging/usb/etc. Other than that it's fast, the screen looks good, when the digitizer works it works well and it's a welcomed addition to my workbench where a large full size laptop or tablet would be a nuisance."
3.0,Because of it's small foot print the layout didn't work for me.  I had a hard time with placement of the keys.  I ended up returning it and getting the normal size keyboard instead.
3.0,Of course this is not the original keyboard that came with T410/420 series. As I own both T410 and T420 I can tell this one is not original by looking at the keyboard. But it fits into the laptop pretty well and the typing feeling is not that bad. Also note that the keycaps came with this keyboard are not 100% same as the original keyboard so you can't simply swap the keycaps in this keyboard to the original keyboard to fix the &#34;slippery keycap&#34; problem. Seller was IDParts Inc.
3.0,Works for what I paid for it
3.0,Much smaller than expected.
3.0,Works well.  Suited it's purpose.
3.0,"received your product on time.<br />I received this product on time. I bought it based on user's review.<br />I plugged it to my desktop (just upgraded to Windows 10). This desktop use an on-board wireless card. The signal is weak (1 bar). That's why I would like to buy an external USB wireless adapter. After installing the driver and utility, scanning the signals, it can find my neighbor signals, but not mine. After rebooting a few times, and scan a few times, it get my signal (by luck). The signal is strong (96%). However, if I reboot the machine, the the connection disappear. It took me an effort to rescan signal to get the signal again.<br />When I get the connection, I have problem with the web page retrieval (E.g. yahoo.com). It takes 5 times longer to retrieve yahoo.com page comparing with my internal onboard wireless. This is very frustrating.<br />I don't know if this problem is related to Windows 10 or something else."
3.0,"According specifications should work on my laptop, but sometimes turns off, it must be that this battery is not for my laptop"
3.0,Lot of storage but not user friendly.
3.0,Works good. Only complaint is how hot it gets when using it.
3.0,"The hard drive is separated into 2 separate drives, not 1 750-gb drive list most other computer. the keyboard is very nice, although it turns off very quickly if the computer receives no input. i'd give it a solid 20 seconds of light after you stop touching the computer before it turns off the keyboard lights. it is easy to press the home button during normal typing and going back to the beginning of a sentence, however the end button is placed on the &#34;1&#34; key on the numpad, and pressing Fn doesn't let you select end. you have to turn off num lock to use end, which ticks me off, especially since the Fn key works for the calculator, &#34;Enter&#34; and delete (period) keys. also, there are 2 insert and delete keys...why?? the normal delete(insert) key on the top of the keyboard, as well as the &#34;0&#34; and &#34;period&#34; keys functioning as insert and delete respectively. i have, in the month or so since i've received the laptop, had 3 driver failures, and 2 instances of the laptop not charging, and needing to be unplugged for about 5 minutes or so being being plugged back in the charge correctly, and 1 instance of not connecting to the internet, even though the icon showed the wireless bars as having 4 of the 5 filled showing a good signal, and when i went to the wireless center, it simply said &#34;no networks available&#34; without even giving the normal options of turning wifi on/off or airplane mode on/off. i had to restart the computer to fix the issue, which was a pain, as i was in the middle of class and needed the info yesterday. in addition, even though, since the moment i noticed the hard drives are separated into 2, with the OS being saved onto the C drive, i have installed all new programs solely on the D drive, the computer has exponentially slowed down, as if i had installed everything onto the OS drive. however, even with the slowdown in normal tasks, it still retains the approx 2 second startup and wakeup times.there is a slight bit of lagging on some of the higher end games with graphics on high (not max, or ultimate, just high) and despite what you may think when you see the wireless card advertised as having wireless n capability, it does not, in fact, connect to 5.0 Ghz networks, even though wireless b/g/n SHOULD be able to see and connect to them. overall, if you can afford it, go for $200 or $300 more expensive model, to actually get what you want, or pay less money for a cheaper model, because either way you won't get what you want :/<br /><br />unfortunately it's too late for me to return the laptop, and even if it wasn't, i need it for schoolwork, so i couldn't return it anyway, because i wouldn't get a new one on time for classes.<br /><br />oh yeah, one more thing, when using the touchpad for the mouse, it's kind of...different...than any other laptop touchpad i've ever used, so you'll have to get used to it.clicks are kinda weird, and when you right-click (or double finger tap) there is a slight lag before you can move the mouse again to select the option you wanted."
3.0,It can be scratched easily.
3.0,"It's comparatively slow since the cpu is designed not for a desktop but would rather a cheap tablet. It produces quite a noise for my study room since the fan is running like a hell trying to lowing down the temperature inside pc units. I brought it just for basic web surfing so I didn't return it, also i use it only occasionally. So if you want a more serious desktop still, should stay away."
3.0,"Did not used, once returned Vimtag camera."
3.0,Delivered as promised but have not had it long enough to see how well it works and for how long.
3.0,"Everything works perfectly except the bottom front portion does not stay clipped to the bottom of the plastic frame.  The soft rubber part is designed to hook to a plastic frame, but the rubber part doesn't hook.  It just sort of hangs there.  Only on the bottom, all of the other 3 sides clip in the frame and work and look quite good.  I works well enough that it gives the iPad protection against drop, etc.  Not a problem big enough to warrant a return."
3.0,One out of 3 chargers received stopped working after the 3rd day. It kept saying the device does not support the connection and would not charge and got hot. But the other 2 work fine so far! They are long and look like good quality.
3.0,"My wrist still hurts , but not as bad as the naked table."
3.0,It was just ok.
3.0,I am very pleased with the added keyboard.  The case cover is not as strong at holding the unit as I thought it would be.  It does cover and protect is as I thought it should.
3.0,"Once the swivel mount heats up in the car, it sags due to the weight of the GPS on it.  Had the same problem with the supplied ball arm as well as the Rugged Ridge ball arm mount for my Jeep.  Suction cup works better than the stock TomTom mount which fell off of the glass after a week and wouldn't reattach for more than 30 seconds"
