overall,reviewText
1.0,The fabric the zipper is fastened to is very thin. It is actually the weakest spot on the whole cover. Within a year of light use there are several sports on this part of the case that have torn. Now the sipper hits these spots and will not close.<br /><br />This item did not last as long as I though it would. I would not recommend.
1.0,Did not work. No matter what phone we tried it did not work at all.
1.0,Lack of zipper on top of backpack makes me feel kind of scary of loosing things while travelling.
1.0,power adapter only 500mw
1.0,"I had to send this back to WD because of bad sectors, and the replacement they shipped me also had bad sectors."
1.0,Computer would not boot up.  It powered up but would not boot up.  Sent back and ordered another.  Hopefully the new one will work properly.
1.0,I loved this case ... until I realized that it traps the heat. This destroys laptops.  I recommend a cover with better ventilation for the processor.
1.0,This product is very unstable! it went off line from time to time. buy it at your own risk!
1.0,Product never worked. Tried several sets of batteries to be sure
1.0,Definitely not worth the money
1.0,Piece of garbage with zero in terms of documentation or instructions or any kind of direction whatsoever. This is the kind of product that not only turns people off of Amazon Prime but turns people off of buying anything technical that doesn't come with training wheels. Garbage.
1.0,Slow and poor quality.
1.0,DOES NOT cool laptop. Fans are moving but very little air is being put out. I bought this because it had a good rating. Makes one wonder about that now. Bad product!!!
1.0,This cord sucks! We have gone through 2 of them now.  They pull apart very easily when you unplug it from game console. Highly recommend spending more on the actual xbox brand cable.
1.0,very difficult to use.  Could not make it work and returned
1.0,Motherboard fried at 1 year & 28 days. I will not buy Dell anymore.
1.0,Can't connect to internet. Technical support not helpful.
1.0,This case might be OK if you take out the screen protector. Then again you could probably find a cheaper one that doesn't come with one. When I installed the case it made the screen protector bubble out in the middle. Not only did this affect the touch but also made the images distorted if you looked at screen from any angle other than straight on. Plus it really seems to show finger prints and has bad glare.
1.0,you say me that this battery was compattible with DV6 174la and  this is not compatible
1.0,DID NNNNNNNNNNNOT WORK
1.0,Item loses contact.  Connections are too loose.
1.0,"Ok so this rating is specifically the result of a policy in which Amazon restricts video for child accounts. You can't have AmazonPrime Instant Video, Netflix, Hulu Plus and probably any streaming service. This is simply because Amazon wants prime members to also pay for FreeTime. Come on Amazon treat your customers right! You should change FreeTime to FreeLunch because all you want is Prime members to pay more and more and more.. If I want FreeTime I will pay for it..  BUT let me use the PrimeVideo that I already pay for SHAME ON YOU AMAZON!"
1.0,"Didn't fit,  too small."
1.0,"This is probably the cheapest thing I have ever bought off the internet. It is made so flimsy. For the price it should have been made a little more durable. It is absolute junk. When I placed my monitor on the stand, I was scared it would buckle from the weight."
1.0,didn't work
1.0,Wasn't sturdy and was opened and out of the package when I received it
1.0,"If you plan to use the iPad mini with headphones, do not purchase this. As several other reviewers state, the headphone jack cannot be accessed due to the thick protective edge around that area. There is a cut out for the headphones, but no standard jack would fit in the slot. We are returning this item."
1.0,"This is a poor case. The edges don't line up, the screws bend easily, and the case broke as I was assembling it. I would not recommend paying $10 for it."
1.0,"Table slipped out the holder, hit the floor and cracked. Not very secure at all."
1.0,"the spot where the charger goes in broke in less than 2 weeks.. I brought it for a 7 year old, so now it wont charge and she is disappointed and so am I"
1.0,Purchased this and it didn't work right to start with. Couldn't do much with it.... Didn't like the OS either.
1.0,Did not hold charge for long as days passed. Speakers not loud enough. Do not buy.
1.0,"The cable worked for about a month with my iPhone 5s. It no longer charges my phone. When I try to use the cable, my phone displays the &#34;This cable or accessory is not certified...&#34; message."
1.0,"This seemed like the perfect solution to be able to connect card reader and/or a USB stick, but sadly the SimulCharge [[ASIN:B00MOQFUQM LAVA SimulCharge USB 1-port Adapter for Samsung Galaxy Tab 4/S/PRO/Note - Model TL-002 (Micro USB OTG Host & Charge)]] won't allow the two to communicate. After several attempts with the SimulCharge it won't recognize anything :-("
1.0,Overheats in minutes. Lasted 3 days.
1.0,Did not power our phones well it took 3 hrs just to get a half of charge
1.0,This item didn't work for me I want to return
1.0,Didn't fit my 13&#34; MacBook Pro.
1.0,Broke down really quick :(not worth it :(
1.0,"Received wrong item, as far as I can tell. Package says B2-5094 VGA (M/M) which is accurate to what is in the package, just not what I ordered. The received items are for VGA connections, using 15 pins -- not 9 pins.<br />I am sure if I received the correct items I would be happy with them."
1.0,"My son had this drive for a few years and it crashed without any warning.  He lost all of his data of creative projects.  I contacted Lacie and they referred me to a data recovery service so I contacted Seagate Recovery Services.  They have a minimum fee of $500 to just receive and inspect the item.  Basically for your average customer this is a staggering sum and Lacie might as well told me we were out of luck. Nice looking design but, buy this product at your own risk."
1.0,"I must warn those of you considering this modem that it is very poor quality.  It runs very very hot.<br /><br />It worked perfectly for three months and then failed.  Granted, it is under warranty, but to determine it is broken, you have to pay for a service call that costs more than the modem.<br /><br />On the Comcast site it is ranked as a one star out of three based on its certification.  Buying it cost me a bundle in the long run."
1.0,WASTE OF MONEY THE END CAME  OFF 3 OF THEM IN 1 WEEK
1.0,This is a crap product. It simply does not work as advertised.
1.0,"Does not hold very much.  I was disappointed.  However, I will use it for &#34;something&#34; - just not sure what yet."
1.0,After 8 months it no longer works.  I would like another or a replacement.
1.0,"UPDATE: The &#34;spill-proof&#34; keyboard is not. I managed to slosh what amounted to a few table-spoons of coffee onto the keyboard. I promptly turned it upside down while pressing the power button to turn it off. I left it in a tented position for 24 hours after removing the batter, etc. all the usual things to make sure it was well ventilated. Result, about three months later: intermittent hard drive failures. Repair bill: $650. They want to replace pretty much everything inside, not just the keyboard: system board, chassis and fan assembly. So, what I saved by not buying directly from Lenovo and getting a break fix warranty (relying on the shock-proof solid state drive and &#34;spill proof&#34; keyboard) was money ill spent. It's a laptop. Things happen to laptops. You are better off buying it from Lenovo directly and getting a break/fix warranty, because if something stupid happens you will have saved zero dollars. (Not too pleased with Lenovo, either, although this is my third Lenovo, and escalating over teh &#34;spill proof&#34; keyboard issue).<br /><br />Camera doesn't work. Doesn't recognize USB devices reliably.  I think these are the ones that fell off the truck or something. &#34;Genuine&#34; in the sense that it looks like a computer from Lenovo.  OEM Genuine's answer to all issues is &#34;call Lenovo.&#34; If you want a Thank Pad, don't think you're getting a bargain here. Go to Lenovo and pay the full price."
1.0,2 of the 3 didn't work
1.0,Did not work
1.0,I purchased this for a 4k monitor the AMH 399U (http://www.amazon.com/gp/product/B00XTVGM7C?psc=1&redirect=true&ref_=oh_aui_detailpage_o09_s00) (a korean monitor). I knew going in that the cables that came with the monitor wouldn't work and that they would cause flickering and complete picture loss. I purchased this cable preemptively. Upon receipt of the monitor I plug in the cable into my Gigabyte 290X video card and the monitor and was greeted with a 2560 x 1440 resolution. This was the highest this cable could do stating that it had an communication issue. The default cables with the monitor work at the appropriate resolution but flickered as expected. I don't know if this is an issue with length in excess of 2 meters or not. I ended up getting an Accell UltraAV B142C-007B cable and it works perfect. Maybe try the 6Ft version and milage may be better. For 4K stay away from this cable.
1.0,"Disappointed... my first Kindle Fire 6 ended up with a cracked screen within weeks - Amazon could do nothing to help except tell me to buy a new one (no repair service offered). The second one I've purchased has a problem with the volume that I've had no luck fixing. When using the NetFlix app with headphones, the volume randomly drops to mute (the volume bar annoying stays on the screen) and won't allow it to be turned back up either through settings or the volume buttons. Hard reset is the only suggested fix and it just does the same thing once started up again. Very disappointed."
1.0,"prefer Kindle, Edition 2 - no printed instructions included- doesn't give clear menu"
1.0,Product worked for a few days then failed had to retirn it...
1.0,Single worse product I have ever ordered.  I ordered 4 and each of them failed in the same way and failed immediately.  They are junk and the screws do not hold and they do not stay in the cheap plastic.  This is not effective as a security device nor can it even hold a tablet on the wall.  This would be an awful April fools joke to play on someone.
1.0,It's not even the original charger. Totally different than the posted picture. It's not original
1.0,It did not fit.  I guess that's what you get for $12.00.  I had to go buy one from the store.
1.0,"The matte finish shows every fingerprint, and cannot be wiped clean. The edges are peeling already.<br />The clip-on sections of plastic have been breaking off since I got it. The bottom half of the cover won't stay on now.<br />But, I can say that the keyboard cover looks classy and doesn't slow down my typing. So there's that."
1.0,"Don't buy this laptop, it's good at first but after 3 days of having it problems started popping up. First connection kept getting disconnected and 2days after that, the &#34;BSOD&#34; Driver Power State Failure kept happening every 30 minutes. I'm just here to help you save your time and money."
1.0,Does not fit. Beware before buying.
1.0,"I purchased this to share some files among employees but the server was soooooo slow and useless.  I called WD tech support - they were very helpful with good support, but the product itself was just not to the standard.  It even failed or took forever to upload 10MB, 20MB, 30MB files. Downloading files off of this drive was very time consuming as well. Over the cloud is out of the question.  Since it doesn't have USB connector, the quickest way was directly plugging into your computer's Ethernet port and access using network connection, but for some reason, not like regular USB external HDs, even this direct Network connection failed or too slow,  After many hours spent getting all data off from this HD to my other regular USB external HD, I retired this product and not going to use it again..  Very disappointed."
1.0,"Worked fine on the 15V setting for about 3 weeks. Then one day it had no output, checked with meter and output was dead. No abuse, and never run hard, it's just unreliable. Advise against purchasing this item."
1.0,This mouse has hardware problems that make it difficult to use for gaming.
1.0,"It's a beautiful however, the top case is very difficult to remove and the corners have already broken off on my case. I've only had it for a week and it is already falling apart. Will most likely use it for now and buy a better replacement that is more sturdy."
1.0,Never got to use it. Install CD did not work
1.0,Product was delivered with an operating system that could not be activated.  After 3 hours on hold with Lenovo and Microsoft I am advised to return it.  My fervent advice to anyone shopping on Amazon is NEVER to buy an electronic equipment online.
1.0,"Dyed my two Uppercase Thermalplastic Polyurethene keyboard skins a red/purple color that won't come off. When I noticed the skins turning red, I washed the cloths with water and noticed a lot of red/purple dye in the rinse water. Luckily no damage to my computers. No longer using the product."
1.0,WAS NOT ANY GOOD!
1.0,doesn't hold much of a charge....hate it
1.0,Buy a more expensive one. Or should I say a better quality one.
1.0,"Broke after a month of use, cheap and not good, save your money"
1.0,"Seemed to have a faulty drive when arrived, as I was given a variety of errors upon multiple start up attempts. Returned for a full refund."
1.0,Got this item and broke the next day. The usb piece went into my laptop and when I pulled it out half of it was stuck to my computer.<br /><br />Crappy item
1.0,They don't fit the screen.
1.0,Doesn't work and broke after one day
1.0,"This is probably the best stick you can get around the price, really you wont be getting one that will perform this well until you put down another $50 or so, but I have had mine for about 3 months and it is broken. Believe me its not like I threw it at the wall or anything, one day it just stopped taking any inputs from moving the stick around. All of the buttons still work from what I can tell but it is completely unusable because of some disconnected wire somewhere.<br /><br />Honestly its not a bad stick, but some other reviews I have seen also show that they have a tendency to break because most of it is make of cheap plastic. You get what you pay for."
1.0,"For the google nexus 7,  or the silver keyboard, it is shown with the connection button and the on and off switch on top. the one I received was the one shown for blue or black mini, where the switches are on the side. The attachment or slot for the tablet is badly made, as it was screwed together. Your tablet pushes against the front and back when opening or closing, and seems to dislodge itself from its position. The tablet falls out of the clasps if having been thrown in a bag. Shipping was something else, it seemed as if the box was thrown then shipped without care as the keyboard itself was falling out of its plastic holder when received. The letters seem to be stickered on.<br /><br />The keyboard itself is responsive, and has multiple extra keys."
1.0,"Within a week, the rubber ear pieces came off and there is NO way to attach them back on.  Very disappointed."
1.0,"I should have believed the other bad reviews on this switch.<br />After being used less than 15 times in the first 6 weeks, it quit working.<br />Sadly, this happened after Amazon's 30 day return policy so we're stuck with it.<br />Luckily it's a cheaply priced Made In China item.<br />Sadly, most things Made in China are cheap and poorly made."
1.0,"Ordered it 3 months ago. Have had to replace the batteries twice and there seems to be a short, will not work, have to shake to get the mouse to work. Poor quality, very disappointed."
1.0,Had to exchange because the battery stopped charging fully. Now. the replacement only only charges 80%
1.0,"Shy of two years old, this device's battery barely holds a charge. Very disappointing for such an expensive tablet."
1.0,it is very hard to used it
1.0,This has never worked right and now I have been told we have a pirated version of windows 7
1.0,Arrived DOA.  Had to pay return shipping to get my money back.
1.0,"I've had these for less than a week and even though they are in great shape, the left speaker is now useless and not working. Its pretty upsetting considering i have a razer keyboard and bought this to replace my old razer headset which lasted me years. So ill be thinking about getting a different one and not this particular model."
1.0,Falls apart rather quickly.  Felt bad for my kid as this was her only charger. Took a few days to break.
1.0,"Defective product, didn't work with W540 laptop.  Didn't fit flush, which isn't a problem, it just failed to function.<br /><br />Probably a defective unit. Returned it and am going to buy a different one which actually works and fits flush and looks better (the fake panel on the side says all kinds of dumb garbage.)"
1.0,"I purchased this battery for the exclusive purpose of charging my bluetooth headphones when I am on the go, but due to what I suspect is a design flaw, it cannot charge them at all, so these are really useless for me. Let me elaborate on what I think the problem is.<br /><br />The charger itself have no buttons. To view its current battery level, you have to plug in a cable to either of the slots, and its battery level indicator will light up for a few seconds, and then switch off. If I plug in another device on the other end, e.g., an iPad, the battery indicator will be kept on, and the iPad will get charged until this battery pack runs out of juice. However, when I plug in my headphones (I've tried a [[ASIN:B00TSTVJ86 SoundBot SB553 Bluetooth 4.0 Wireless Earbud Stereo Earphone Headset w/ Ultra Light Weight, In-Line Control, Built-in Lithium-Ion Rechargeable Battery, Multi-Point Connectivity Technology, 100hrs Stand by Time, 5hrs Talk Time, 33feet Wireless Range, Built-in Mic, Tangle-Resistant Flat Cable, & Crystal Clear Sound Technology for Music Streaming and HandsFree Talking for Android, Apple, iPhone 6, 6 Plus, iPad, Smartphone, Tablets, PC, Video, Laptops and More]] and a [[ASIN:B00STP86HC Soundpeats Qy7 Mini Lightweight Wireless Stereo Sports/running & Gym/exercise Bluetooth Earbuds Headphones Headsets W/microphone for Iphone 5s 5c 4s 4, Ipad 2 3 4 New Ipad, Ipod, Android, Samsung Galaxy, Smart Phones Bluetooth Devices (black/blue)]], the battery indicator will go off after a few seconds, as if nothing has been plugged in. I believe this is due to the low current draw from these devices. The charger doesn't think anything has been plugged in so it switches off. I have other chargers and they all charge these headphones, so this is a unique problem with this charger. If they had implemented a button like most other chargers to allow users to check battery level, then they didn't have to put in this kind of power off logic. Very disappointing.<br /><br />Check the attached photos to see how the headphones get charged for only a few seconds. Everything lights up and then after a few seconds? It's dark."
1.0,It stopped working a month after I started using it. It has an error message saying &#34;SD card unexpectedly removed.&#34;  I spent a week and a half trying to fix it myself. I've searched google looking for solutions. There is absolutely nothing I can do about it. It was working perfectly fine until the error. Unfortunately my window for an exchange had closed right before it stopped working. Money wasted!
1.0,Did not like it. Very weak signal
1.0,"Worked for 2 days and then the center of the phone plug turned black like it burned itself up.  Also, according to my Apple dealer who tested it, this was NOT an &#34;Apple MFI Certified&#34; item despite the headlines saying such."
1.0,Didn't work for my laptop
1.0,This is a horrible laptop do not recommended I got it and I've had problems with it since day one not satisfied not worth the price😠😠😠
1.0,"Cheaply Made product!  The board is poorly soldiered; after continual use of about two weeks, the fan controller shorted out.  The only way to power the fans is to rest something on the USB cord that give constant pressure to the PCB board."
1.0,"I was impressed with the Kindle Fire the first couple of months but then it slowly became a pain in the butt to operate. I would turn it off and then try and turn it on and it wouldn't respond at all in any sort of way. I would have to wait fifteen minutes just to get a response.  I would be watching a Video and then shut it off to do some work and then go back and the video won't respond and if it does it would play the video with a black screen with just the sound playing and I would have to hold down the off button just to reset it.  If I was going to buy another Kindle I just wouldn't because I don't think its a very good Tablet in any sort of way.    Update - Now the on/off button doesn't work unless I plug it in and I have no clue why this is happening now, this just cements my feelings of thinking that Kindle Fire is the most useless tablet on the market. I was very impressed at first but then as time goes on the tablet just gets worse and worse."
1.0,Nothing but junk doesn't even work .  But why bother to send back for what I paid for it
1.0,Got it installed in the computer in early May it is now Aug and the power supply blew. I was told to return it as it may be under warranty... it does not appear to have a warranty so now I am out of luck till I order a new power supply. I'm not happy at all as I use my computer to work from home.
1.0,Returned. Useless.
1.0,Do not work
1.0,mine has already stopped working in less than 6 months.
1.0,"I almost forgot about this order, found it accidentally when searching my Amazon purchases, but I still remember the bitter lesson I learned - not to buy second hand computers anymore.<br />The computer I received turned out defective and very dirty, somehow I negotiated a replacement, which worked for just 3 months. The price I paid to Apple to fix was $1100.00:  they found the display was replaced with some third party display, the logic board was messed up, the upper case, the keyboard, the HDD, one ribbon cable, the super drive was not functional...just a computer piled from random parts. I paid the price and later I fixed more things to this computer, for instance Apple's labor turned out not perfect too, they did not assemble properly the new display which I fixed later myself.<br />This computer still works and I gave it two years ago to a friend who can not afford to get a new one.<br />At least I learned how to diagnose and fix macs."
1.0,"Very unhappy with product quality. Extremely cheap item. By the time I would pay return shipping though, I would only have $1 of my money refunded. Awful!"
1.0,This gets hot and is a knock off of Apple.
1.0,"Broke not even a year later, wouldn't buy from this seller again. Just purchase right from Apple"
1.0,"We bought about 5 of these after the first one. Worked great for the first month, then they all failed one after another. All of them now have the exact same problem - the connectors do not quite seat properly, and you have to slightly torsion the cable to charge. It's annoying because A.) you since you have to have some kind of pressure applied to the cord, you cannot use the device while charging, and B.) you have to position the phone just right for it to charge. Would not recommend - spend $5 more and buy a higher quality product."
1.0,Skips all over and can't control mouse-Returned
1.0,Does not fit Samsung note 10.1 but clearly says it does?
1.0,its just brock after 2 days of use .. how is this
1.0,Said it would fit an old Compaq laptop I had. It didn't.
1.0,Battery came on schedule.<br />Popped the battery into the laptop. Battery  arrived with 65% charge so it only took about an hour until it was 100%. It appears battery will hold charge for approximately 45 minutes to 1 hour with laptop surfing Google News. I'd suggest this battery weighs less than half of what the original battery did and holds a charge for less than a third of the time.
1.0,"I've never seen so many fake 5 star reviews before. This cable cannot make your picture sharper, they're all lies."
1.0,Product does not fit well in iPad. It feel out a few times. Do not recommend.
1.0,"I haven't used the product because when I unpackaged it, it had a definite green cast to it and I didn't want to screw my viewing of colors on my screen."
1.0,2 Days later it broke
1.0,cheap.  Get what you pay for.
1.0,"Showed up under search for &#34;portable blu-ray player&#34;  but is actually a blu-ray disc/recording device.  Had purchased this for grandchild to watch movies in the car, but there is no screen and it is not portable - must be plugged into a PC.  I have returned it."
1.0,"Don't waste your money on this! I have had nothing but problems with this laptop! It freezes up, it shuts down and takes away all my desktop setting randomly (the background picture and custom color) I have to manually clear the cache every few weeks or the internet is so slow that it takes a while to even type something out! Speaking of internet... the only browser it will run properly is Explorer. It barely functions after running Netflix or Photoshop even if you exit out of them... and I find the touchscreen pointless. That is a feature I just don't use.<br /><br />Buy a different laptop, because this one is not worth the money! I would give it a zero rating if I could."
1.0,"It doesn't work.  The claim that it doesn't need to be powered or active is a lie, because of voltage differences between the two standards.<br /><br />I tried using it with a brand new HP PS/2 keyboard (that I also ordered off of Amazon) and it did not work with it.  That same keyboard works fine plugging it directly into any of several machines I have with native PS/2 ports.<br /><br />I also tried using it with an IBM keyboard from around the year 2000 -- and it didn't work, either.  That keyboard does work, again, on a machine with a real PS/2 port."
1.0,"Update 03/04/16: Nothing like bad customer service to ruin what should have been great product. If you are going to run hard tubing with this or any other combination of the AX series be ready to exchange rads several times before finding one without defect because if you wait longer than the return policy here on Amazon allows XSPC support will claim that their bad QC is an industry standard and that it not qualify this radiator for an RMA. The issue here is that the built in ports on this and my AX360 rads are in a angle. Why would that be a problem you ask? Well good luck running a straight run out of it into something else. It looks awkward and sometimes just plain not safe since you will be putting a strain on the tubing due to the angle of both fittings not matching. This should be grounds for a RMA but XSPC just plainly told me that it was not and it is quite common defect on rads... Yeah lost all my faith in this guys after that and for now on will move on to another brand. And will always thoroughly check the goods for minor junk like this that can go highly undetected.  My last build I was using some Alphacool Radiators. They performed well but lacked on aesthetics big time. So new build is going to be black and white and this radiators seemed to be the perfect fit. Whey I opened the box I was amazed. The radiator just feels like a top end product. The build quality, the painting, the connectors... I don't care if they wont perform as well. This things are amazing. Highly recommend it. Got this 360 and one 240. Once the build is done I will update the review to include the picture."
1.0,"I finally received it, had no idea it had to be shipped from China, it doesn't work. Will not charge my nook. Very unhappy. Zero stars"
1.0,"It does not work for my Mac Book Pro.  The plug is too small.  I bought this as a backup to the power cord that came with the new laptop and I just discovered that the plug was not compatible today, but I cannot return it due to Amazon policy.  I feel cheated as this was suppose to be compatible with my new Apple laptop and it is definitely not.  Buyer beware!"
1.0,Failed. DOA. Still haven't gotten the refund.
1.0,It never worked. Not eligible for return.
1.0,"I was given these as a gift and am yet to get them to work. The box come with no instructions other than what is printed on the outside which amounts to &#34;plug and play.&#34; Well I tried that and they didn't work. There's absolutely not customer service to speak of (couldn't even find a phone number online let alone with the product packaging) and resorted to going to online forums to search for people with similar issues. Still without a solution, I hope some representative reads this and tries to get in contact with me. I would love to to judge these speakers on their quality and not just their inability to work."
1.0,"What a piece of junk. Bought one, updated firmware--it prompts you to do it--uuuuuunnnnnngggggggg.....lights are on, nobody's home. Can't access the router itself. Nothing but a warm brick. Sent it back, they overnighted another (yay amazon!). Downloaded updated firmware, and...uuuuunnnnggggg.....this one looks like everything works, except you can't connect wirelessly. Allows  you to change the SSID and passwords, pretends all is well--psych!--no connecto no matter whatto. Sent it back for refund. What a waste of time."
1.0,"The case was too small, therefore my computer could not fit in it."
1.0,The battery stop charging in less then a month time of my purchase
1.0,Piece broken off after a few weeks use.
1.0,"Awful piece of junk.<br />Trackpad is by far the worst I ever used - sometimes it works, sometimes not. You just cannot get used to it, cause it seems to require different approach every time you use it.<br />OS is awful - even more so than usual from M$ - it took me half an hour to delete a network connection with all the extraneous windows popping up at inconvenient moments (I guess compliments of crappy trackpad) due to incorrect password - and I've been using PCs since MSDOS days and administer a network of PCs (thank God I didn't update them to W8) and MACs.<br />Screen is small and barely readable.<br />Impossible to do any stuff on. Wish could return it but it was a present so we are past return window. Simply waste of money."
1.0,"I purchase it on July 26/2015, as soon as I connect to my computer it got installed, follow all the instruction, mess with it for over an hour and finally gave up, couldn't make it work, today is Aug 30/2015, try to return it, but expiration date to return was Aug27, not happy with the product, instruction on the box can miss lead you easily, I'll be careful next time ordering anything from Amazon! not happy at all"
1.0,"Have had this drive approximately 6 months. Worked great right up until died a few days ago. Had hoped I wasnt making a mistake by switching to an ssd with less space and more cost. Maybe it was just the brand , I don't  know but thought others should know."
1.0,"Don't waste your money.  This mouse is always freezing up.  It has a mind of its own.  I spend more time trying to get the mouse to unfreeze than I do getting any work done!  I wound up throwing the mouse against the wall because I was so frustrated.  Once again, DON'T WASTE YOUR MONEY!!!"
1.0,Was not told refurbished til lgot box it is slow and buttons font work well and programs that ce installed are slow. U can definitely tell. Would not do that again
1.0,"The Drive reported issues (through SMART) less than one week of using the drive in a RAID. I did buy 4 of them and the other 3 are ok. The low rating is for their support (lack of). I CANNOT find any way to talk to someone. I buy Hard drives ALL the time. Usually from other venders. I tried Toshiba because of price, But IT IS NOT WORTH IT! I will NOT buy any more drives from them.  UPDATE: WHY CANT I give 0 stars!!! Not worth typing the ordeal here, im exhausted from trying to a very simple thing done....   Just Buy WD Drives.  I had NO idea that HardDrive companies in this age could have such different Quality support."
1.0,Was dead on arrival and would not charge
1.0,"The Dell Neoprene sleeves looks nice at first but when held against other Neoprene sleeves on the market it comes out pretty lacking. The cost difference with this Neoprene sleeve and others seems directly correlated to how thin this is. It may look nice in the photos but that is all there is too it. It is essentially all flash and little to no substance. The padding is extremely thin which made me feel a bit nervous slipping my Dell 2-1 laptop into this before putting it in my bag. It seems to be able to resist scratches and such but I would much rather had more padding for more protection. I would definitely avoid getting this sleeve due to how thin it is. If I had to use some unit to say how thin it is, it is essentially the thinnest sleeve zip up binder type of covering out there, you know the offbrand ones that arent from Mead Five Star etc."
1.0,"This product is horrible. I can't believe it's on Amazon Prime. Not just that the ear pads keep falling and are impossible to return, they also publish it a headsets for kids, which in no way it is."
1.0,Does not charge
