overall,reviewText
4.0,"I had to return this (for a reason I can't recall, sorry, but I think it wasn't due to any problems with the keyboard itself).  I'm pretty sure it worked fine, although I don't like the way they position the Enter key.  Apparently I'm used to Dell keyboards because I've used them for decades and now i'm used to the Enter key being horizontally long and the \ key being above it.  But it seems like most keyboards that I see these days have them switched, so when I use them I keep hitting / instead of Enter and it's infuriating.<br /><br />Sooner or later I'll have to adjust since it appears to be the standard for newer keyboards.  Gotta start reaching farther out for that Enter key!"
4.0,Cords don't last very long. Disappointment
4.0,"Works as advertised, but don't get this type of device if you're hoping to capture signatures."
4.0,good
4.0,"such small, much storage, wow"
4.0,"Bought this to extend the life of an old laptop with a dead internal fan.  Without the Opolar fan, CPU temps were cresting 170°F.  With the Opolar even running at lowest manual speed, temps rarely go above 120°. With the speed tuned up a few clicks, it's rarely above 110°.  I'm really impressed with the effectiveness.<br />The &#34;auto&#34; fan speed function seems like a great idea, but unfortunately it requires a working laptop fan for it to operate.  This seems odd since I imagine that most people buy this (like I did) to replace the cooling function of a dead fan, not as a fan booster.  The auto fan speed control senses the temperature of the air being directed out of the laptop -- perhaps a future version could incorporate a temperature sensor cable that could be placed inside the laptop vent to directly sense the internal temps and control the auto fan speed that way.<br />Pros:  Simple connect and attach. Works really well at keeping laptop CPU temperatures under control. Reasonably quiet even at high speed.<br />Cons: The arms that clamp the device to the side of the laptop could be longer.  They're short enough that the weight of the Opolar itself can sometimes work them loose.  And the previously mentioned auto-speed function not working without a working internal fan.<br /><br />Anyway, this is a well crafted product and I'd recommend it."
4.0,It lasted me a long time and it works just fine.<br />My only issue was that it stopped working after a few months and there were no signs of damage. But it did what it had to do and works fine.
4.0,Just what i liked
4.0,I like case
4.0,"These work well and are incredibly useful, be it for plugging in external storage, a keyboard and/or mouse, or even a USB gamepad. The two-pack is handy, too, but the wires on the micro USB end became exposed on mine because of the angle the connector is at; a little wire glue will fix it up, though."
4.0,This mouse is great little mouse. i like the shape and the buttons. The scroll wheel works well and the dpi switch works fine. I am a male and have a large size glove hand (I don't wear them when mousing) and this mouse is unfortunately too small for me to use comfortably. I kept searching for a good position and was either too far forward or too far back. About 15% to 20% bigger and it would be perfect for me. For anyone with a medium or smaller hand I am sure it would be great.
4.0,I bought this case for its unique shape and color. Fit a full board and 5 fans installed . Feels kinda cheap but sturdy enough for a build . My two complains are the front usb issues I had. First the 3.0 has a usb male connection that if I didn't buy the usb to pin converter to install on my board it would take a usb slot on the back of your Mobo and you'll have a cable sticking out also. 2nd for the love of everything the usb 2.0 would not work on the pin above the power reset had to use an alternative .. I have a problem with cable management I hate seeing cables so I'm proud that you can barely see any.. Recommend if you go the route I went with to fix my minor complaints .
4.0,Thank you
4.0,Thank you
4.0,"Love it. Obviously there are a few things that could be better, but they probably have them in the more inclusive models."
4.0,"Forward slash key takes a few repeated keystrokes to work.  Other than that, great keyboard.  I love using the lighting of it at night.  Thanks!"
4.0,Very good
4.0,"love the neat size and legibility. i do wish it had colour though. bought it thinking it would be good for graphic novels, books with art illustrations etc.  So less than six months later I've got a damaged screen, probably my own fault because i placed it in my bag without pulling the cover down. Something probably pressed against the screen and now i've got a blank area in the top left corner which basically makes it unreadable. Sigh. I need a new screen now."
4.0,"I was surprised at how light this product is. Once the cables are plugged into the back, it has trouble staying upright. It would be nice if Trendnet provided a snap-on base of some kind. Since I'm only using it as a wired router in my network, I turned off the wireless radio and so I can't comment on that. For my wireless I am using a hi-end Asus as an access point at the other end of my house. Trendnet's user interface is mostly fine, much better than the one on my previous router. I assume that the firewall is always on, since there's no option to turn it on or off. Overall this is an affordable router giving you gigabit wired speeds, the newer IPv6 protocol, and dual-band wireless, though I can't say how well that works."
4.0,Works fine
4.0,OK it works like it is supposed to.
4.0,Not easy to use 3rd party backup software with.
4.0,"I would give it 5 stars if I could stop the colors from changing. I don't know why they thought people would watn their mouse constantly changing colors. Otherwise, works great for the price."
4.0,"After my laptop keyboard went caput, this was a lifesaver!"
4.0,This case provides bare minimum protection to my Kindle but allows it to be inserted in stand purchased elsewhere.
4.0,Cool backpack for the school!
4.0,"Worked perfectly with all my official MSPDs, not so well with my knockoff Chinese ones. This is annoying because every OTHER device I have works fine with those memsticks. I can't fault this device for not working with them, though. With an official MSPD in it, operation is FAST and flawless. The clear cap doesn't really stay on the end after you've used it for a while, though."
4.0,It works well and does not talk back.
4.0,"I bought these for my daughters for road trips and downtime.  I got them during the sale, so I figured for $70 it's hard to go wrong.  The devices are sturdy, work well and you can get most apps in the Amazon Store.  The kicker is, you really need a separate Amazon account for each person to operate it correctly.  I set up some temporary emails and then accounts for each of them, with no method of payment.  I can still monitor all the activity since I have access to those accounts.  The kid profile under your own account just doesn't work."
4.0,"A nice solid laptop. For the price you can't expect much, the pre-order price made a it a no brainer, you would be hard pressed to find another laptop sub $400 with a full 1080p display. Battery life seems to be about 3 hours from my experience, that's a combo of installing application, web browsing and writing code.  If you don't have any intention of gaming, you will find this to be a wonderful laptop. The integrated Intel, while they are progressing, can't hold a candle to a real dedicated GPU. Battery life isn't as great as I was hoping, but not bad. It can still be mobile, but not the 5-6 hours I've had in a nice quad core i7 mac book pro from way back in 2011. The hard drive does seem fast enough for normal use. Keyboard is okay, not great but seems to work for what I need.  Pros 1080p &#60;-- this is what pushes it to the top of the budget laptops in my book. (developer) Pretty thin and lite. Enough processing power. Enough memory.  Cons, not really cons just really considerations. It's a mobile i3, not for heavy processing. 4gb of memory, I routinely see 60-70% usage 5,400rpm drive, not a deal breaker but in the world of SSD's, its pretty slow. Trackpad feels pretty cheap.  There is some extra junk installed, but it wasn't hard to remove. I have since ordered another 4gb stick of memory and a SSD but have not installed it yet. From what I've found out the upgrade process is a lot more work than it should be. Also I have not been able to find any real specs or manual online or in the box for this specific model to tell you things like, the max memory supported etc.  This is all subjective to my experience, your mileage will vary.  After having read my review, it's pretty indecisive. I want to say that for normal day to day use, it will serve you well. Just no gaming or heavy processing."
4.0,"handy little flash drive, but the hinge doesnt seem like it will last forever... to be clear it hasnt broken on me, but I wouldve liked the hinge to be more substancial"
4.0,"Looks nice, but when I plug in my iPhone 5s indicates this charger cable is not Apple certified. Additionally, my charging block heats up beyond normal."
4.0,"I really like these speaker, the fact they were USB threw me, as I am no tech junkie, and they are not the loudest even at full volume but this hard of hearing old man can hear them quite well and they put out good sound."
4.0,"A good quality memory for smartphones and tablets,  comes with adapter for pc too"
4.0,"Awesome little addition to my desktop.  Was very easily plug and play and it reads everything I've put into it so far (CAC card and SD card).  Only complaint is the speed at which it transfers information from PC to SD card (could be the card, will have to see) and that the screws for the mounting bracket for those of us who don't have a 3.5 bay are too far forward, preventing this guy from sitting flush in my case.  Other than that, no complaints.  Great product."
4.0,For the price gets the job done. Ended up tossing the keyboard cover- it smudges my screen.
4.0,Well worth the price.
4.0,"2 years' use from mine so far, with no issues. Runs whatever I plug into it, never makes anything give me a 'low power from port' warning. Never causes any problems when hot-swapping stuff. It's on par with the Belkin hubs from back in the day. Best powered hub for the value, IMO."
4.0,The kid loved it!!
4.0,Feels a little cheap but that's probably because it has lots of vents for air flow. It's very quiet and it isn't too bad to have on your lap.
4.0,"I was surprised by this monitor. I was really not expecting something so good. It is sturdy, the resolution is amazing and it seems to work just great."
4.0,This is my 2nd one.  Works as advertised with no issues whatsoever.
4.0,"Short simple and sweet, this is an enjoyable device to use. This runs windows 10 beautifully. If you do run windows 10, make sure you download the drivers of of Asus website for the T100TAM.<br /><br />Supports stylus but will lag with drawing applications that Ive tested. Battery life is really really really good.<br /><br />The only downside is that it smudges easily, and browsing PDF files in portrait mode doesnt scale to screen. (using adobe reader )<br />Overall, great device, and a lot of bang for the price."
4.0,IN THE TOOL BOX
4.0,good
4.0,great buy. This is my second Kindle Fire. I gave the 1st one to my daughter and now we share books
4.0,good
4.0,"Rally like it, it got here in a week charges great and is very cheap and made from good material."
4.0,Don't recommend plug in external hard drive to this device.
4.0,Very good quality case. Withstood multiple drops and no cracks at all.
4.0,all ok
4.0,"I updated my old computer because I was unable to play some of the newer games on the market. This was reasonably priced and gets the job done. It's not the newest and the best, but it does what I want. And you can't beat the price."
4.0,Definitely helps with wrist problems.
4.0,"The size of the mouse pad is great, as it lets my hand move around quite a bit without the mouse losing contact with the pad.<br /><br />My only complaint is that after several months of use, the fabric on the top of the mousepad (where my wrist sits) slowly starts to degrade. Because the mousepad is black, the fading is very obvious. I haven't been able to find a fix for it yet.<br /><br />That being said, I will probably purchase another one of these."
4.0,"The plug is great, the wire is a little wimpy, but it works well."
4.0,"Lightweight, easy to hold, & easy to put kindle in & take out"
4.0,"Works just fine, did the job as advertised at a good priced."
4.0,It does charge my tablet but it fits into the tablet loosely.
4.0,Good performance and quality.
4.0,Bought this as last ditch effort to save my hard disk data from non working laptop Dell N5010. It worked really well with my hard disk. Was able to read all the data. Worked like a charm.<br /><br />Thanks!
4.0,It's taking me a while to get use to the key pad ( it's a bit small) color is clear easy to hold also.
4.0,"The cable appeared to be well made with quality materials. The connectors securely attached to the hard drive and the motherboard. My desktop's chassis has very tight quarters for the hard drives, so the 90-degree connector worked great for that tight space."
4.0,Price was good product was as promised.
4.0,Inexpensive and very competent<br />I would buy again
4.0,Exactly as described.
4.0,Works better than expected
4.0,"I love the long cable, but it is a little loose when connected."
4.0,"It took me 4 minutes to get Authorixation web page, and then a couple more to have Comcast finalize.it. I did not need all the serial, model #'s. Just entered my account and wala.<br />FYI I am getting approx. 4% faster speed...for free!"
4.0,"Not much to say really as it arrived on time and it works.  I actually used it to replace the battery in a tire pressure sensor on my motorcycle so had to remove the yellow protective covering, which is quite thick btw, and cut the plug off to solder to the TPS circuit board but it works fine."
4.0,This seemed to work very well for us.
4.0,I can't remember so this does it for me
4.0,good batteries
4.0,Good product but color isnt as shown. I picked the blue and it looks like a robins egg blue or a sky blue and when it came its a very dull light medium blue. Definitely would have chosen another color if I would have lnown but other than that is a good case.
4.0,"Cable gets the job done at a cheap price, it does feel very cheap as well, but it works so who cares."
4.0,"The decal sticker that your going to get is ok, when this is all you can afford. The nice thing is if you don't line it up right you can re-apply it over and over and it will still stick."
4.0,This would have 5 stars but it's little to no padding on the bottom.  The inside is very soft and plush on the sides with lots of padding.  The bottom however is just the fabric. I feel they messed up with that.  I am going to try and find a piece of foam to glue along the bottom.  I have an hp specter x360 and it's a 13in laptop so lots of room.  I also have the Amazon basics sleeve.  I put the laptop into the sleeve and the sleeve into this bag and things fit great.
4.0,"Pro's---this product is an exact fit,for my ipad air.<br />I'm verrry happy..also..lov the functionality of it..it does n looks just like the pic,on amazon..quick shippn tooo..<br />Cons--- in the pic..it looks like where it closes.. and has a velcro latch..not soo.. it's just a canvas loop that you can barely put your finger in.. I'm not too sure, what it's for!<br />And it's very slippery.. it has slid off my chair.. quite a few times.."
4.0,"I was worried that the Rockchip processor would hinder this machine, but I was wrong.  The battery life is amazing, and this machine is fast!<br /><br />I wish it had a 1080p screen, but for 11 inches and only 169, I cant ask for much.  Great machine!"
4.0,nice for lots of photos
4.0,"This was bought for our 7yr old. His class uses an online program for schoolwork. This is his second tablet as he destroyed his first one last year. So far it's held up really well. It's kept in a leather folio case. He did already break the charger by bending it. It's easy for him to use & processes quickly. It's not as overloaded with junk as some tablets. It is thin & very lightweight. Overall, a great affordable option."
4.0,No problems so far.
4.0,Good sized mouse. Love the fact that you can select a single color. Only gripe with it is that you have to keep selecting the color every time you restart your computer. It will for whatever reason reset back to multi color once pc is turned off.
4.0,Fantastic range.  Works great to feed my phone into my home stereo.  The only thing I wish this product had was an on/off switch.
4.0,"Good, but the unnecessary holes on the bottom make it easy for dust to get underneath the case, but more importantly, the holes grab the hairs on your thighs if your the type of guy that likes to work in your boxer briefs and sets your laptop on your lap.  I've gone as far as to shave the front of my thighs to prevent the plucking of my hairs, which does work, but granted that I am a rather body hairless man, I can imagine the more furry the man, , if you will, the more odd this shave pattern may appear.<br /><br />BTW, the two little legs on the back are surprisingly sturdy, when I do decide to work fully clothed at a desk.  I do enjoy typing at an angle."
4.0,smooth operation and handles detail work for Photoshop very well.
4.0,nice picture no problems.
4.0,"Good quality.  Has a design flaw.  The front support pegs push up into the case, cause the case to fall over (forward)."
4.0,This case fits really tight. The magnetic strip allows two different angles for watching movies or working. It's really slim and protects the entire face.
4.0,Does its job.<br />Kinda tight until broken in but it is good.
4.0,The charge doesn't last quite as long as advertised but the light works well & clips onto my book making reading in bed enjoyable without disturbing my spouse asleep next to me.
4.0,Product worked fine.  The directions do not explain well enough on how to open the box.  To open:  put BOTH thumbs on right side of box and slide forward with pressure ONLY on the right side.  (the right side when &#34;window&#34; is toward you).
4.0,It's good. Great size. I love it for the most part. Don't like that it can't play audio books. Don't like the adds but that's  ok if you get the Amazon kindle case and disable the lock screen by  typing ~ds in the search bar.
4.0,"durable leather handle, the plastic stand underneath the leather handle is a little fragile that broke quickly."
4.0,Great for cheap USB 3.0 drive with decent read speed of ~124MB/s but the writes speeds are slow at ~24MB/s.
4.0,Nice in terms of size and sound. Idel for the beach.
4.0,"Works like it should. Used it to make a recovery disk for my PC, no problems at all."
4.0,As described
4.0,Feels great! The only warning I have is when zipped keep the zippers to the top and be mindful how you open the case. Your computer can accidentally fall. If you are cautious this case is great!
4.0,Ok
4.0,"Even though the point resolution is not that great, everything else works fine."
4.0,Pretty decent. It's good at cancelling outside noises. The sound sounds nice and sound hehe.
4.0,Work with my MBP15&#34; 2009-2011.
4.0,"I really like this keyboard.  Colors are great and the gentle tapping of the keys is appreciated.  Nothing worse than listening to  bunch of tick,ticking all day.  I do however wish the colors were brighter.  They look great in the dark, but who works in the dark???"
4.0,"Not the greatest nude, a bit pinker than I thought, but accurately described. I love the Kate line of Rimmel. They are rich in color."
4.0,"This wireless keyboard is a great thing for home theater PCs. However, the signal strength on my keyboard was pretty pathetic. You need good line of sight from the receiver, and it won't work reliably beyond a few feet. But the price is right for the purpose, and I use it every day!<br /><br />As for the trackpad, it seems fine. As good as many laptops I've used. The buttons aren't very tactile and feel kind of rubbery to press, but you get used to it.<br /><br />The keyboard is not something you should use at your desk for typing papers and reports. Get yourself a real keyboard for some real work. This is a consumption device, not a production one."
4.0,Wel made.
4.0,"Like other AmazonBasics items I have purched, this cable is solidly built, does its job, and is affordable."
4.0,"I love my new headphones! The only thing I wish was that there was a microphone.  Or if there is one,  I haven't figured it out yet.  :) Shipped in good time too."
4.0,Display is large and clear.  Easy to operate.  A bargain.
4.0,So far this works as advertised. No complaints.
4.0,Works fine overall. Sometimes I have issues getting the games out.
4.0,Works great with Plex. Using Ready Cloud app to access your movies in your readynas needs updating. Please have desktop readycloud app for Mac osx available.
4.0,Functioning power supply ~ We bought this for our small computer case.
4.0,"Haven't had much time with it yet, but it gets the job done."
4.0,"First one died after 10 minutes of use.  RMA was easy, and the second one works great and is fast.  This is the first time I have had a problem with samsung memory, so this is the first 4 star review I am giving them."
4.0,"Nothing special, but it works"
4.0,Just finished pulling 4000 ft of this cable through new construction and didn't have any issues.  I would recommend that as you get closer to the end of the spool you will want to unroll the length of cable you need and stretch it out.  This will help keep the cable from kinking.  This is common sense with almost any ethernet vendor.  I would purchase this again.
4.0,Good Hight Quality.
4.0,Love that the battery doesn't die while I'm reading.  Two things that would make this even better:<br /><br />1. a button to adjust contrast/brightness. (screen is a bit dark)<br /><br />2. 4G with this would be WAY better than wifi
4.0,Nice and sturdy good looking bag. Must be used with a pack/shoulder bag to transport as there iz no handle or pockets. But it will suffice.
4.0,"The color looks a little different from the screen, but it's nice anyway, and can protect my writing tablet"
4.0,the fans are not quite as strong as i would have liked but it seems to be working fine so i have no complaint.
4.0,pretty! and very useful
4.0,"The bag looks nice and professional, it also holds a lot along with the laptop."
4.0,does not last as long as expected for such a big batterry
4.0,I like how this worked and protected my tablet...in fact it is the 2nd one I bought...its a decent product...1st one lasted about a year
4.0,computer is OK most graphic cards will not fit the motherboard
4.0,good product
4.0,"The power supply wasn't providing power correctly at first, then started working. Try to keep it from bending too much as it is as flimsy in the connection area as the original piece."
4.0,Worked exactly how I needed it too.  Was extremely convenient to remove a MacBook Pro screen.  It would be nice if it were a hair smaller so it could be used for smaller electronics too.
4.0,Did not realize you have to pay a annual fee also alot of advertisement  on this
4.0,Looks durable.
4.0,"I selected this product for two reasons:  1) the presence of an on/off switch and, 2) toolless installation of drives.<br /><br />The on/off switch is important because I prefer a controlled way of removing power from a drive and toolless installation means it's easy to swap out drives.<br /><br />That said, it is a bit difficult to open.  The whole top slides off and there isn't much to grab onto.  By the product's design it appears intended to be a semi-permanent enclosure for a HDD.  In this role it is superb.  However, if your needs require frequently changing out the HDD you may wish to look to a product expressly designed for that purpose.<br /><br />Overall, I like the unit and appreciate that the manufacturer included a foam rectangle to place on top of the HDD to help prevent it from working loose during movement.  With the foam in place the unit feels rock solid and the HDD does not shift at all inside the enclosure."
4.0,I bought this on Amazon Prime so I ended up buying the 16gb one for $95.  The camera is okay and I love the edit features you can do to the pictures.  Amazon/Netflix/Huliu all run smoothly on this tablet. The internet runs a lot faster than our other tablet too.  While over all I am happy with this tablet it did come with a couple disappointments that I wanted to make sure other people are aware of.  I am an Amazon Prime member and I thought that with Amazon Prime you could read a lot of books for free with a kindle and was disappointed to see you can only borrow one kindle book a month for free. :(  Also one of the main reasons we purchased  a tablet was because my kids love the Plants vs Zombies games.  The kids were quite disappointed that Plants vs Zombies 2 is not available for the fire.  There are also other games/apps that we were looking forward to using that are not available on the Fire that were available for our previous cheaper Neutab tablet that we were looking forward to using on this tablet.  I recommend people ask about apps they are looking forward to using before buying.
4.0,Great product! Good value!
4.0,its memory.<br />they worked out of the package.<br />they had the requisite space available.
4.0,Does the job nicely and feels solidly built too!
4.0,Works pretty well.  The white leather-like finish likes to show dirt after a short period of use.  Functionally works very well.
4.0,no issues with installation. Very simple to install.
4.0,Great antenna for the price. Held up to it's specs exactly. Nice mount for indoors and good length of coax already attached.
4.0,"Bought it for Lenovo Yoga 3. So far so good: it fits well, the charging is in progress."
4.0,Sound quality is as expected for 10 dollar speakers
4.0,"We did not get any special offers with our Kindle fire, only certain stores had that offer.  My husband does like it though."
4.0,good product
4.0,"The card was a bit difficult to install because it did not fit the PCI port perfectly. I had to unscrew the two screws and &#34;shorten&#34; the card by sliding it closer to the metal plate cover. After i made the modification, it was a snug fit, but it fit."
4.0,"Assembling the unit was not super easy, but I am a computer builder and got it put together in about an hour.  I did have a hard time getting it to install windows, but that was getting the right bootable USB going.  It's running Windows 10 very nicely!  The wireless keyboard I plugged in worked immediately."
4.0,Easy to hook up. Works great!
4.0,It is very comfortable to read and handy to refer to dictionary and Wiki. But it works not well for those non-kindle files.
4.0,"While I haven't purchased this laptop directly, my company, Georgetown Mortgage in Georgetown Texas, purchased these laptops for several years and I have supported these laptops in detail. I have taken many of these apart and have done fairly in depth troubleshooting as well as upgrading.<br /><br />Overall the 5540 is a decent laptop. It works fairly well. Over all if the laptop is taken well care of it will give years of good service.  While I'm not a huge Dell fan, I have learned to work around the issues that their laptops present and this one tends to have only a few.<br /><br />The main issue we had with this laptop is not really a big issue for the average user who doesn't take their computer apart, but for those of us who like to upgrade our laptops, the E5540 is a bit of a pain.<br /><br />If you decide to upgrade your memory, HDD or WiFi, the laptop is particularly difficult to take the back off. Some people could have seriously issues getting it off and the clips sometimes refuse to let go without prying tools. I have broken tabs off of more than one of these. I created a video for our end users that you might find useful in showing the process of removing the cover: https://youtu.be/hqz2ApVrAQ4<br />Keep in mind this is not the most difficult cover I've ever removed. Some of the old older laptops win that category.<br /><br />On the subject of memory installs, we had many issues with the E5540 and memory. It says that it will take dual voltage memory but we had many issues where it would not take this kind of memory. Apparently the laptop would read the high power mode (1.5v) and fail to even turn on. Matching two dual-voltage mode SODIMMs would usually fix the problem, but definitely don't mix a PC3L and a dual mode chip.<br /><br />Regarding software issues: When it comes to drivers, Dell's drivers are usually fine. The only exception is the Intel PROset drivers. We experienced issues with the drivers that came on the laptop. Whenever the laptop would go to sleep, the Wireless drivers would fail and the device would appear to be uninstalled. Disabling/Re-enabling the device in the Device Manager or rebooting the laptop would fix the issue. The permanent fix was to update the Intel PROset drivers to the latest version (17.14+). This stopped the issue entirely.<br /><br />Other than that, the laptop is pretty standard in it's setup. There may be issues that I don't know about, but the only real issue we had with these laptops is the track pad on some laptops would die requiring a replacement.<br /><br />Durability was pretty good though they rarely survived a fall. Usually something would break or the screen would crack. Seemed like maybe the screen was a little more susceptible to cracking, but that's a hard one to call as corporate users are not known to be easy on laptops. Home users should experience little trouble with this as long as they take good care of their laptop.<br /><br />That pretty much sums it up. If you never have a trackpad issue, you keep your vents clear, and you never need to upgrade it, you should get a very long life out of this laptop.go to sleep, the Wireless drivers would fail and the device would appear to be uninstalled. Disabling/Re-enabling the device in the Device Manager or rebooting the laptop would fix the issue. The permanent fix was to update the Intel PROset drivers to the latest version (17.14+). This stopped the issue entirely.<br /><br />Other than that, the laptop is pretty standard in it's setup. There may be issues that I don't know about, but the only real issue we had with these laptops is the track pad on some laptops would die requiring a replacement.<br /><br />Durability was pretty good though they rarely survived a fall. Usually something would break or the screen would crack. Seemed like maybe the screen was a little more susceptible to cracking, but that's a hard one to call as corporate users are not known to be easy on laptops. Home users should experience little trouble with this as long as they take good care of their laptop.<br /><br />That pretty much sums it up. If you never have a trackpad issue, you keep your vents clear, and you never need to upgrade it, you should get a very long life out of this laptop."
4.0,I like it so far -- time will tell how long the bearings and brushes will last. I have it on top of one  computer case that has a spare USB from the motherboard.
4.0,"Overall, the best motherboard I could find for a gaming and a video editing setup.<br />I dislike a couple things however, there is a weird pop noise when the machine turns itself on that is motherboard related and it is noted in other reviews as well. Some say its coming from the onboard audio, I haven't located the cause yet.<br />Also, while I don't think it affects anything, there appears to be some sort of odd error code in Windows Event Viewer thats noted on the ASUS forums that says the EC controller returned data when there wasn't any asked of it, and a BIOS upgrade is suggested. I have the latest BIOS and it still has this error.<br /><br />I also had odd issues with the onboard video as I had monitor flickering(whether that be flickering, or a black screen every so often)<br />This video problem was fixed when i put in a nvidia gfx card, so that tells me something is wrong with the onboard video and I half considered RMAing the board but decided against it when the graphics card fixed the problem."
4.0,"battery pack seems to work fine.  However due to the increased amp hr rating, it is much bulkier than the original.  It's easily twice as thick as the original and tilts the laptop more than I would like"
4.0,"This is the neatest trickiest little thing that I've had for a long time. I absolutely love it. It gets your laptop off the desk enough for the space to be useable for other things while letting you still work on the laptop. Four stars instead of 5 because the small rubber feet are almost too small for my laptop to lean on, but it works. You lose that neck pain because your screen is up where it needs to be. Excellent product. I'll be ordering more for our tablets and other things around the house. This is a great product."
4.0,"Good monitor, however it can't be mounted which is a bummer."
4.0,It showed up on time. It fits and works great.
4.0,Thank you for being affordable..
4.0,works great and got it quickly.
4.0,"Very Satisfying computer. I was going to build my own but humans are inherently lazy so looked around for a decent pre-built rig. I looked around at sites such as ibuypower, but I didnt want to spend more than $1500 and I found myself adding too many flashy items to the computer that I wouldnt need. I also wanted something within the next couple days so I started to look at Asus nice I've had one of their laptops now for a couple years and has held up great.<br />Ive been able to run any game in my Steam library at max settings with decent fps, 45+. That includes Skyrim with the graphic enhancing mods, GTAV, and many more. Also played FFXIV with max settings and 60+ fps. If you want to run dual monitors, be warned, the top HDMI and VGA slots are not active. I had to call customer support to figure that out, it was a huge headache trying to figure out why my second monitor wasn't being detected. Thats the only reason why I gave this 4 stars.<br />I would highly recommend disabling windows automatic updates because (as many reviews here have stated) windows and Asus do not get along for some reason. I just downloaded some of the drivers I needed and thats about it...still don't know if I want to upgrade to Windows 10 on here.<br />Overall though, great computer, especially for gaming. It's handled everything I've thrown at it so far with no problems. Oh and the keyboard is pretty neat too."
4.0,love this keyboard and case combino...it is great.  the ONLY thing that I dont like about it is that the keys on the keyboard were starting to wear onto my tablets screen.  that was easy fixed by turning the keyboard upside down when storing the tablet and keyboard together.  Love the way the keyboard is big enough to almost be full size.  Great buy.
4.0,Works very well.  Would be nice if it had a hole in it to make it easier to charge while closed.
4.0,"Arrived on time,in OK condition, worked as advertised, was not new (as explained ) but one wouldn't know it. Perfectly satisfied."
4.0,the mouse and keyboard are working fine
4.0,delivery was fast and product works
4.0,"Very nice cover for the ipad air, great product."
4.0,Very good.
4.0,"Great speakers, I have a pair of them that I take to the beach.. they work exactly as I intended when paired. Nice job logitech!"
4.0,It works well with Windows 10.
4.0,Good basic sleeve
4.0,Great computer but sometimes the cursor gets stuck like right now.
4.0,"pretty good, kind of upset that I can't store apps on the sdcard. Very nice sized. Slow response. I ended up giving it to my 7 year old because his kindle stopped charging. He enjoys it because it plays the games he likes."
4.0,Good product. I keep reaching for the mouse touchpad.
